date,warehouse_id,warehouse_name,region,product_id,product_name,category,supplier_name,lead_time_days,unit_cost,unit_price,beginning_inventory,units_received,units_demanded,units_sold,ending_inventory,reorder_point,safety_stock,stockout_flag,days_of_supply
2026-05-20,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,86,0,8,8,78,144,29,False,8.1
2026-05-21,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,78,0,4,4,74,144,29,False,7.7
2026-05-22,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,74,0,7,7,67,144,29,False,7.0
2026-05-23,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,67,0,4,4,63,144,29,False,6.6
2026-05-24,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,63,0,9,9,54,144,29,False,5.6
2026-05-25,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,54,0,5,5,49,144,29,False,5.1
2026-05-26,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,49,230,11,11,268,144,29,False,27.9
2026-05-27,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,268,0,6,6,262,144,29,False,27.3
2026-05-28,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,262,0,12,12,250,144,29,False,26.0
2026-05-29,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,250,0,8,8,242,144,29,False,25.2
2026-05-30,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,242,0,7,7,235,144,29,False,24.5
2026-05-31,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,235,0,7,7,228,144,29,False,23.8
2026-06-01,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,228,0,9,9,219,144,29,False,22.8
2026-06-02,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,219,0,4,4,215,144,29,False,22.4
2026-06-03,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,215,0,8,8,207,144,29,False,21.6
2026-06-04,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,207,0,8,8,199,144,29,False,20.7
2026-06-05,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,199,0,8,8,191,144,29,False,19.9
2026-06-06,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,191,0,9,9,182,144,29,False,19.0
2026-06-07,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,182,0,8,8,174,144,29,False,18.1
2026-06-08,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,174,0,7,7,167,144,29,False,17.4
2026-06-09,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,167,0,7,7,160,144,29,False,16.7
2026-06-10,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,160,0,3,3,157,144,29,False,16.4
2026-06-11,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,157,0,7,7,150,144,29,False,15.6
2026-06-12,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,150,0,8,8,142,144,29,False,14.8
2026-06-13,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,142,0,6,6,136,144,29,False,14.2
2026-06-14,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,136,0,12,12,124,144,29,False,12.9
2026-06-15,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,124,0,11,11,113,144,29,False,11.8
2026-06-16,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,113,0,8,8,105,144,29,False,10.9
2026-06-17,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,105,0,8,8,97,144,29,False,10.1
2026-06-18,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,97,0,11,11,86,144,29,False,9.0
2026-06-19,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,86,0,11,11,75,144,29,False,7.8
2026-06-20,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,75,0,2,2,73,144,29,False,7.6
2026-06-21,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,73,0,7,7,66,144,29,False,6.9
2026-06-22,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,66,0,6,6,60,144,29,False,6.2
2026-06-23,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,60,0,11,11,49,144,29,False,5.1
2026-06-24,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,49,0,8,8,41,144,29,False,4.3
2026-06-25,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,41,230,7,7,264,144,29,False,27.5
2026-06-26,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,264,0,9,9,255,144,29,False,26.6
2026-06-27,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,255,0,7,7,248,144,29,False,25.8
2026-06-28,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,248,0,8,8,240,144,29,False,25.0
2026-06-29,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,240,0,8,8,232,144,29,False,24.2
2026-06-30,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,232,0,5,5,227,144,29,False,23.6
2026-07-01,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,227,0,12,12,215,144,29,False,22.4
2026-07-02,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,215,0,11,11,204,144,29,False,21.2
2026-07-03,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,204,0,12,12,192,144,29,False,20.0
2026-07-04,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,192,0,9,9,183,144,29,False,19.1
2026-07-05,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,183,0,6,6,177,144,29,False,18.4
2026-07-06,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,177,0,7,7,170,144,29,False,17.7
2026-07-07,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,170,0,4,4,166,144,29,False,17.3
2026-07-08,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,166,0,10,10,156,144,29,False,16.2
2026-07-09,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,156,0,6,6,150,144,29,False,15.6
2026-07-10,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,150,0,10,10,140,144,29,False,14.6
2026-07-11,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,140,0,8,8,132,144,29,False,13.8
2026-07-12,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,132,0,5,5,127,144,29,False,13.2
2026-07-13,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,127,0,7,7,120,144,29,False,12.5
2026-07-14,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,120,0,5,5,115,144,29,False,12.0
2026-07-15,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,115,0,3,3,112,144,29,False,11.7
2026-07-16,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,112,0,13,13,99,144,29,False,10.3
2026-07-17,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,99,0,2,2,97,144,29,False,10.1
2026-07-18,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,97,0,4,4,93,144,29,False,9.7
2026-07-19,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,93,0,9,9,84,144,29,False,8.8
2026-07-20,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,84,0,10,10,74,144,29,False,7.7
2026-07-21,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,74,230,4,4,300,144,29,False,31.2
2026-07-22,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,300,0,9,9,291,144,29,False,30.3
2026-07-23,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,291,0,10,10,281,144,29,False,29.3
2026-07-24,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,281,0,10,10,271,144,29,False,28.2
2026-07-25,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,271,0,9,9,262,144,29,False,27.3
2026-07-26,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,262,0,7,7,255,144,29,False,26.6
2026-07-27,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,255,0,11,11,244,144,29,False,25.4
2026-07-28,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,244,0,14,14,230,144,29,False,24.0
2026-07-29,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,230,0,7,7,223,144,29,False,23.2
2026-07-30,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,223,0,13,13,210,144,29,False,21.9
2026-07-31,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,210,0,14,14,196,144,29,False,20.4
2026-08-01,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,13,8.0,19.99,196,0,6,6,190,144,29,False,19.8
2026-08-02,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,12,8.0,19.99,190,0,6,6,184,144,29,False,19.2
2026-08-03,WH-EAST,Newark DC,Northeast,P3,Shampoo & Conditioner Set,Personal Care,PureCare Manufacturing,11,8.0,19.99,184,0,9,9,175,144,29,False,18.2
2026-05-06,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,316,0,20,20,296,211,40,False,22.4
2026-05-07,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,296,0,14,14,282,211,40,False,21.4
2026-05-08,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,282,0,20,20,262,211,40,False,19.8
2026-05-09,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,262,0,9,9,253,211,40,False,19.2
2026-05-10,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,253,0,6,6,247,211,40,False,18.7
2026-05-11,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,247,0,9,9,238,211,40,False,18.0
2026-05-12,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,238,0,10,10,228,211,40,False,17.3
2026-05-13,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,228,0,13,13,215,211,40,False,16.3
2026-05-14,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,215,0,12,12,203,211,40,False,15.4
2026-05-15,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,203,0,11,11,192,211,40,False,14.5
2026-05-16,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,192,0,11,11,181,211,40,False,13.7
2026-05-17,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,181,0,6,6,175,211,40,False,13.3
2026-05-18,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,175,0,16,16,159,211,40,False,12.0
2026-05-19,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,159,0,9,9,150,211,40,False,11.4
2026-05-20,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,150,0,12,12,138,211,40,False,10.5
2026-05-21,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,138,0,13,13,125,211,40,False,9.5
2026-05-22,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,125,0,14,14,111,211,40,False,8.4
2026-05-23,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,111,0,8,8,103,211,40,False,7.8
2026-05-24,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,103,0,8,8,95,211,40,False,7.2
2026-05-25,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,95,0,21,21,74,211,40,False,5.6
2026-05-26,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,74,0,18,18,56,211,40,False,4.2
2026-05-27,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,56,343,15,15,384,211,40,False,29.1
2026-05-28,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,384,0,12,12,372,211,40,False,28.2
2026-05-29,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,372,0,9,9,363,211,40,False,27.5
2026-05-30,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,363,0,7,7,356,211,40,False,27.0
2026-05-31,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,356,0,9,9,347,211,40,False,26.3
2026-06-01,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,347,0,19,19,328,211,40,False,24.8
2026-06-02,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,328,0,8,8,320,211,40,False,24.2
2026-06-03,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,320,0,6,6,314,211,40,False,23.8
2026-06-04,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,314,0,16,16,298,211,40,False,22.6
2026-06-05,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,298,0,15,15,283,211,40,False,21.4
2026-06-06,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,283,0,13,13,270,211,40,False,20.5
2026-06-07,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,270,0,8,8,262,211,40,False,19.8
2026-06-08,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,262,0,17,17,245,211,40,False,18.6
2026-06-09,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,245,0,12,12,233,211,40,False,17.7
2026-06-10,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,233,0,17,17,216,211,40,False,16.4
2026-06-11,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,216,0,14,14,202,211,40,False,15.3
2026-06-12,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,202,0,12,12,190,211,40,False,14.4
2026-06-13,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,190,0,11,11,179,211,40,False,13.6
2026-06-14,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,179,0,9,9,170,211,40,False,12.9
2026-06-15,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,170,0,12,12,158,211,40,False,12.0
2026-06-16,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,158,0,12,12,146,211,40,False,11.1
2026-06-17,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,146,0,16,16,130,211,40,False,9.8
2026-06-18,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,130,0,9,9,121,211,40,False,9.2
2026-06-19,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,121,0,11,11,110,211,40,False,8.3
2026-06-20,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,110,0,12,12,98,211,40,False,7.4
2026-06-21,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,98,0,16,16,82,211,40,False,6.2
2026-06-22,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,82,0,10,10,72,211,40,False,5.5
2026-06-23,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,72,343,17,17,398,211,40,False,30.2
2026-06-24,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,398,0,11,11,387,211,40,False,29.3
2026-06-25,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,387,0,16,16,371,211,40,False,28.1
2026-06-26,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,371,0,13,13,358,211,40,False,27.1
2026-06-27,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,358,0,7,7,351,211,40,False,26.6
2026-06-28,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,351,0,12,12,339,211,40,False,25.7
2026-06-29,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,339,0,15,15,324,211,40,False,24.5
2026-06-30,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,324,0,18,18,306,211,40,False,23.2
2026-07-01,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,306,0,10,10,296,211,40,False,22.4
2026-07-02,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,296,0,8,8,288,211,40,False,21.8
2026-07-03,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,288,0,16,16,272,211,40,False,20.6
2026-07-04,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,272,0,11,11,261,211,40,False,19.8
2026-07-05,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,261,0,6,6,255,211,40,False,19.3
2026-07-06,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,255,0,16,16,239,211,40,False,18.1
2026-07-07,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,239,0,19,19,220,211,40,False,16.7
2026-07-08,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,220,0,13,13,207,211,40,False,15.7
2026-07-09,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,207,0,16,16,191,211,40,False,14.5
2026-07-10,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,191,0,20,20,171,211,40,False,13.0
2026-07-11,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,171,0,10,10,161,211,40,False,12.2
2026-07-12,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,161,0,13,13,148,211,40,False,11.2
2026-07-13,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,148,0,17,17,131,211,40,False,9.9
2026-07-14,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,131,0,11,11,120,211,40,False,9.1
2026-07-15,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,120,0,9,9,111,211,40,False,8.4
2026-07-16,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,111,0,18,18,93,211,40,False,7.0
2026-07-17,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,93,0,13,13,80,211,40,False,6.1
2026-07-18,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,80,0,8,8,72,211,40,False,5.5
2026-07-19,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,12,3.0,8.99,72,0,10,10,62,211,40,False,4.7
2026-07-20,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,14,3.0,8.99,62,0,14,14,48,211,40,False,3.6
2026-07-21,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,48,0,14,14,34,211,40,False,2.6
2026-07-22,WH-EAST,Newark DC,Northeast,P4,Hand Sanitizer 3-Pack,Personal Care,PureCare Manufacturing,13,3.0,8.99,34,343,11,11,366,211,40,False,27.7
