employee_id,review_year,review_period,rating,potential,manager_score,goals_met_pct
100153,2024,Annual,Meets Expectations,Low,6.9,67
100153,2025,Annual,Meets Expectations,Medium,6.3,65
100154,2023,Annual,Exceeds Expectations,Medium,7.2,82
100154,2024,Annual,Exceeds Expectations,Medium,7.5,83
100154,2025,Annual,Meets Expectations,Low,5.6,66
100155,2022,Annual,Exceeds Expectations,Medium,7.2,71
100155,2023,Annual,Meets Expectations,Low,6.9,59
100155,2024,Annual,Exceeds Expectations,High,7.6,76
100155,2025,Annual,Exceptional,High,9.4,94
100156,2022,Annual,Meets Expectations,Low,6.1,62
100156,2023,Annual,Unsatisfactory,Low,1.2,26
100156,2024,Annual,Below Expectations,Low,3.8,35
100156,2025,Annual,Meets Expectations,Medium,5.1,51
100157,2022,Annual,Exceptional,Medium,8.7,100
100157,2023,Annual,Meets Expectations,Low,6.2,60
100157,2024,Annual,Exceptional,High,8.9,96
100157,2025,Annual,Exceeds Expectations,High,8.1,79
100158,2022,Annual,Meets Expectations,Low,6.7,60
100158,2023,Annual,Meets Expectations,Medium,6.7,53
100158,2024,Annual,Exceptional,High,8.8,94
100158,2025,Annual,Below Expectations,Low,3.8,37
100159,2023,Annual,Meets Expectations,Medium,5.5,69
100159,2024,Annual,Meets Expectations,Low,5.6,58
100159,2025,Annual,Below Expectations,Low,4.6,49
100160,2024,Annual,Meets Expectations,Medium,5.5,65
100160,2025,Annual,Meets Expectations,Medium,6.7,58
100161,2022,Annual,Meets Expectations,Low,5.9,54
100161,2023,Annual,Exceptional,High,9.5,99
100161,2024,Annual,Below Expectations,Low,4.5,30
100161,2025,Annual,Below Expectations,Medium,4.8,38
100162,2022,Annual,Meets Expectations,Low,6.3,51
100162,2023,Annual,Exceptional,Medium,9.1,85
100162,2024,Annual,Below Expectations,Medium,4.1,50
100162,2025,Annual,Exceeds Expectations,Medium,7.2,75
100163,2022,Annual,Meets Expectations,Low,5.7,70
100163,2023,Annual,Meets Expectations,Medium,6.2,65
100163,2024,Annual,Below Expectations,Medium,3.8,39
100163,2025,Annual,Below Expectations,Medium,3.0,31
100164,2023,Annual,Exceeds Expectations,Medium,8.4,81
100164,2024,Annual,Exceptional,High,8.8,96
100164,2025,Annual,Meets Expectations,Medium,6.6,53
100165,2022,Annual,Exceeds Expectations,High,7.7,70
100165,2023,Annual,Meets Expectations,Medium,5.7,68
100165,2024,Annual,Meets Expectations,Low,6.1,50
100165,2025,Annual,Exceeds Expectations,Medium,7.5,82
100166,2024,Annual,Meets Expectations,Medium,5.8,61
100166,2025,Annual,Below Expectations,Low,4.6,45
100167,2022,Annual,Meets Expectations,Medium,5.0,50
100167,2023,Annual,Below Expectations,Low,4.3,32
100167,2024,Annual,Exceeds Expectations,High,8.3,83
100167,2025,Annual,Exceeds Expectations,Medium,8.2,71
100168,2022,Annual,Exceeds Expectations,Medium,7.0,72
100168,2023,Annual,Exceeds Expectations,Medium,7.9,73
100168,2024,Annual,Meets Expectations,Medium,5.4,70
100168,2025,Annual,Meets Expectations,Medium,5.3,51
100169,2022,Annual,Exceeds Expectations,Medium,8.1,84
100169,2023,Annual,Exceptional,Medium,10.0,100
100169,2024,Annual,Exceptional,High,9.6,90
100169,2025,Annual,Below Expectations,Low,3.7,48
100170,2022,Annual,Meets Expectations,Low,5.6,55
100170,2023,Annual,Exceptional,Medium,9.1,93
100170,2024,Annual,Below Expectations,Low,4.6,38
100170,2025,Annual,Meets Expectations,Medium,5.7,56
100171,2022,Annual,Meets Expectations,Medium,5.4,53
100171,2023,Annual,Exceeds Expectations,Medium,7.2,72
100171,2024,Annual,Meets Expectations,Medium,5.8,53
100171,2025,Annual,Meets Expectations,Medium,6.1,52
100172,2022,Annual,Exceeds Expectations,Medium,7.2,74
100172,2023,Annual,Meets Expectations,Medium,6.4,68
100172,2024,Annual,Below Expectations,Medium,3.8,49
100172,2025,Annual,Exceeds Expectations,Medium,7.2,81
100173,2022,Annual,Exceeds Expectations,Medium,8.3,72
100173,2023,Annual,Meets Expectations,Low,5.4,57
100173,2024,Annual,Exceeds Expectations,High,7.8,83
100173,2025,Annual,Exceeds Expectations,High,7.9,75
100174,2022,Annual,Meets Expectations,Medium,7.0,58
100174,2023,Annual,Below Expectations,Low,4.5,33
100174,2024,Annual,Meets Expectations,Low,5.0,52
100174,2025,Annual,Meets Expectations,Medium,6.3,52
100175,2023,Annual,Meets Expectations,Low,6.2,53
100175,2024,Annual,Meets Expectations,Medium,6.8,61
100175,2025,Annual,Meets Expectations,Medium,6.3,55
100176,2022,Annual,Exceeds Expectations,Medium,7.1,83
100176,2023,Annual,Meets Expectations,Low,6.4,54
100176,2024,Annual,Meets Expectations,Medium,6.4,55
100176,2025,Annual,Exceeds Expectations,Medium,7.1,77
100177,2025,Annual,Exceeds Expectations,Medium,7.8,72
100178,2022,Annual,Meets Expectations,Medium,6.4,62
100178,2023,Annual,Meets Expectations,Medium,5.7,57
100178,2024,Annual,Below Expectations,Low,3.4,40
100178,2025,Annual,Meets Expectations,Medium,5.7,52
100179,2022,Annual,Meets Expectations,Low,6.7,50
100179,2023,Annual,Meets Expectations,Medium,6.7,62
100179,2024,Annual,Meets Expectations,Medium,6.7,70
100179,2025,Annual,Meets Expectations,Medium,6.2,57
100180,2022,Annual,Below Expectations,Low,4.9,30
100180,2023,Annual,Unsatisfactory,Low,1.5,4
100180,2024,Annual,Meets Expectations,Low,6.4,54
100180,2025,Annual,Meets Expectations,Low,6.6,54
100181,2024,Annual,Exceeds Expectations,Medium,7.9,79
100181,2025,Annual,Exceeds Expectations,Medium,7.5,77
100182,2022,Annual,Exceptional,Medium,9.6,86
100182,2023,Annual,Unsatisfactory,Low,1.4,2
100182,2024,Annual,Meets Expectations,Medium,7.0,54
100182,2025,Annual,Meets Expectations,Medium,6.9,52
100183,2022,Annual,Below Expectations,Low,4.1,37
100183,2023,Annual,Meets Expectations,Medium,5.5,66
100183,2024,Annual,Meets Expectations,Low,5.7,53
100183,2025,Annual,Below Expectations,Low,4.1,31
100184,2022,Annual,Meets Expectations,Medium,5.1,51
100184,2023,Annual,Exceeds Expectations,High,8.0,78
100184,2024,Annual,Exceeds Expectations,Medium,8.1,76
100184,2025,Annual,Exceeds Expectations,High,7.4,84
100185,2022,Annual,Unsatisfactory,Low,1.4,10
100185,2023,Annual,Exceeds Expectations,Medium,7.1,70
100185,2024,Annual,Meets Expectations,Medium,5.1,57
100185,2025,Annual,Meets Expectations,Medium,5.4,70
100186,2022,Annual,Exceeds Expectations,High,8.4,81
100186,2023,Annual,Meets Expectations,Medium,6.8,56
100186,2024,Annual,Exceeds Expectations,Medium,8.0,76
100186,2025,Annual,Exceeds Expectations,Medium,7.4,76
100187,2024,Annual,Below Expectations,Low,3.9,41
100187,2025,Annual,Below Expectations,Low,4.2,47
100188,2022,Annual,Meets Expectations,Medium,5.5,56
100188,2023,Annual,Meets Expectations,Medium,6.9,65
100188,2024,Annual,Meets Expectations,Low,6.1,69
100188,2025,Annual,Exceeds Expectations,Medium,8.0,73
100189,2022,Annual,Meets Expectations,Medium,6.0,55
100189,2023,Annual,Below Expectations,Medium,3.3,46
100189,2024,Annual,Meets Expectations,Low,6.9,63
100189,2025,Annual,Meets Expectations,Low,6.5,64
100190,2022,Annual,Exceeds Expectations,Medium,7.3,72
100190,2023,Annual,Below Expectations,Low,3.1,37
100190,2024,Annual,Exceeds Expectations,Medium,8.1,85
100190,2025,Annual,Meets Expectations,Low,6.5,66
100192,2022,Annual,Exceptional,High,9.0,91
100192,2023,Annual,Exceeds Expectations,Medium,7.7,84
100192,2024,Annual,Exceptional,High,9.4,91
100192,2025,Annual,Exceeds Expectations,Medium,7.5,72
100193,2023,Annual,Exceeds Expectations,High,7.7,83
100193,2024,Annual,Meets Expectations,Medium,5.9,50
100193,2025,Annual,Exceeds Expectations,Medium,7.9,79
100194,2022,Annual,Below Expectations,Low,3.9,38
100194,2023,Annual,Meets Expectations,Low,5.3,60
100194,2024,Annual,Exceptional,High,8.7,86
100194,2025,Annual,Meets Expectations,Low,5.8,70
100195,2022,Annual,Exceeds Expectations,Medium,8.0,78
100195,2023,Annual,Exceeds Expectations,Medium,7.9,84
100195,2024,Annual,Exceeds Expectations,Medium,7.1,74
100195,2025,Annual,Meets Expectations,Medium,6.4,66
100196,2022,Annual,Exceeds Expectations,Medium,7.2,78
100196,2023,Annual,Exceeds Expectations,High,7.1,71
100196,2024,Annual,Exceptional,High,9.9,91
100196,2025,Annual,Exceeds Expectations,High,7.8,78
100197,2023,Annual,Meets Expectations,Low,6.5,70
100197,2024,Annual,Exceeds Expectations,Medium,7.9,76
100197,2025,Annual,Below Expectations,Medium,4.3,35
100198,2023,Annual,Below Expectations,Low,3.1,45
100198,2024,Annual,Below Expectations,Low,3.2,40
100198,2025,Annual,Unsatisfactory,Low,0.9,10
100200,2022,Annual,Below Expectations,Low,3.2,31
100200,2023,Annual,Exceptional,High,9.6,97
100200,2024,Annual,Meets Expectations,Medium,5.7,67
100200,2025,Annual,Meets Expectations,Low,5.2,54
100202,2022,Annual,Meets Expectations,Medium,6.7,58
100202,2023,Annual,Meets Expectations,Low,5.4,66
100202,2024,Annual,Exceptional,High,9.1,99
100202,2025,Annual,Exceeds Expectations,Medium,8.2,83
100203,2022,Annual,Meets Expectations,Medium,6.5,61
100203,2023,Annual,Meets Expectations,Low,5.6,56
100203,2024,Annual,Meets Expectations,Medium,5.7,61
100203,2025,Annual,Exceptional,High,8.9,86
100204,2023,Annual,Exceeds Expectations,Medium,8.3,70
100204,2024,Annual,Exceeds Expectations,High,7.2,72
100204,2025,Annual,Below Expectations,Low,4.2,35
100205,2022,Annual,Exceeds Expectations,Medium,7.8,78
100205,2023,Annual,Exceptional,Medium,9.2,92
100205,2024,Annual,Meets Expectations,Medium,6.1,57
100205,2025,Annual,Meets Expectations,Low,7.0,55
100206,2022,Annual,Exceptional,Medium,9.9,94
100206,2023,Annual,Unsatisfactory,Low,1.0,20
100206,2024,Annual,Meets Expectations,Medium,6.0,60
100206,2025,Annual,Meets Expectations,Medium,5.4,54
100207,2022,Annual,Meets Expectations,Low,5.2,67
100207,2023,Annual,Exceptional,Medium,8.9,91
100207,2024,Annual,Exceeds Expectations,High,7.8,79
100207,2025,Annual,Exceeds Expectations,High,8.5,76
100208,2025,Annual,Meets Expectations,Medium,6.3,59
100209,2024,Annual,Meets Expectations,Medium,6.5,55
100209,2025,Annual,Meets Expectations,Medium,6.2,50
100210,2024,Annual,Exceeds Expectations,High,7.0,80
100210,2025,Annual,Meets Expectations,Medium,5.8,64
100211,2022,Annual,Exceeds Expectations,Medium,7.8,85
100212,2024,Annual,Exceeds Expectations,High,8.0,71
100212,2025,Annual,Below Expectations,Medium,4.8,48
100213,2022,Annual,Below Expectations,Low,3.7,35
100213,2023,Annual,Unsatisfactory,Low,0.8,28
100213,2024,Annual,Meets Expectations,Low,5.1,57
100213,2025,Annual,Exceeds Expectations,Medium,8.2,75
100214,2025,Annual,Exceeds Expectations,Medium,7.0,72
100215,2022,Annual,Meets Expectations,Low,5.7,68
100215,2023,Annual,Meets Expectations,Low,6.3,50
100215,2024,Annual,Meets Expectations,Medium,5.9,63
100215,2025,Annual,Meets Expectations,Low,5.7,57
100216,2022,Annual,Exceeds Expectations,Medium,7.8,81
100216,2023,Annual,Meets Expectations,Low,6.6,70
100216,2024,Annual,Exceeds Expectations,Medium,7.2,70
100216,2025,Annual,Exceeds Expectations,Medium,7.6,82
100217,2022,Annual,Meets Expectations,Medium,5.3,50
100217,2023,Annual,Meets Expectations,Low,5.3,54
100217,2024,Annual,Meets Expectations,Medium,6.6,68
100217,2025,Annual,Meets Expectations,Medium,6.7,53
100218,2024,Annual,Exceeds Expectations,Medium,8.1,73
100218,2025,Annual,Exceeds Expectations,High,7.4,81
100219,2025,Annual,Exceeds Expectations,Medium,8.1,82
100220,2024,Annual,Meets Expectations,Medium,6.8,63
100220,2025,Annual,Below Expectations,Medium,3.3,40
100221,2022,Annual,Meets Expectations,Medium,5.6,66
100221,2023,Annual,Meets Expectations,Medium,5.2,50
100221,2024,Annual,Meets Expectations,Low,6.8,62
100221,2025,Annual,Unsatisfactory,Low,0.6,15
100223,2022,Annual,Exceptional,High,9.8,94
100223,2023,Annual,Below Expectations,Medium,3.1,46
100223,2024,Annual,Meets Expectations,Medium,5.3,67
100223,2025,Annual,Meets Expectations,Medium,6.5,53
100224,2022,Annual,Meets Expectations,Medium,6.8,67
100224,2023,Annual,Meets Expectations,Medium,6.4,51
100224,2024,Annual,Exceeds Expectations,High,7.2,84
100224,2025,Annual,Meets Expectations,Medium,6.8,67
100225,2025,Annual,Exceptional,High,8.9,90
100226,2022,Annual,Meets Expectations,Medium,6.5,65
100226,2023,Annual,Meets Expectations,Medium,5.7,61
100226,2024,Annual,Below Expectations,Medium,3.2,35
100226,2025,Annual,Exceptional,High,8.8,92
100227,2022,Annual,Exceeds Expectations,Medium,7.5,85
100227,2023,Annual,Exceptional,Medium,9.7,96
100227,2024,Annual,Meets Expectations,Low,6.1,57
100227,2025,Annual,Exceeds Expectations,Medium,7.1,84
100229,2025,Annual,Unsatisfactory,Low,2.6,27
100230,2022,Annual,Exceeds Expectations,Medium,7.4,79
100230,2023,Annual,Meets Expectations,Low,6.4,60
100230,2024,Annual,Exceptional,Medium,9.9,100
100230,2025,Annual,Meets Expectations,Medium,5.7,67
100231,2022,Annual,Exceeds Expectations,Medium,7.5,71
100231,2023,Annual,Meets Expectations,Low,5.2,59
100231,2024,Annual,Exceeds Expectations,Medium,7.7,80
100231,2025,Annual,Exceptional,High,9.5,90
100232,2022,Annual,Exceeds Expectations,Medium,8.4,79
100232,2023,Annual,Meets Expectations,Low,6.3,65
100232,2024,Annual,Meets Expectations,Medium,6.7,51
100232,2025,Annual,Below Expectations,Medium,3.4,45
100234,2022,Annual,Meets Expectations,Medium,6.7,62
100234,2023,Annual,Meets Expectations,Medium,6.9,52
100234,2024,Annual,Exceptional,High,8.6,92
100234,2025,Annual,Meets Expectations,Medium,6.7,60
100235,2022,Annual,Meets Expectations,Medium,6.1,70
100235,2023,Annual,Exceeds Expectations,Medium,7.4,82
100235,2024,Annual,Exceeds Expectations,High,7.5,81
100235,2025,Annual,Below Expectations,Medium,3.3,32
100236,2022,Annual,Meets Expectations,Low,6.3,69
100236,2023,Annual,Below Expectations,Low,4.7,45
100236,2024,Annual,Meets Expectations,Medium,5.9,62
100236,2025,Annual,Meets Expectations,Medium,6.4,51
100237,2022,Annual,Meets Expectations,Low,5.5,64
100237,2023,Annual,Exceptional,High,9.2,92
100237,2024,Annual,Exceeds Expectations,Medium,7.0,75
100237,2025,Annual,Exceeds Expectations,Medium,8.1,71
100238,2022,Annual,Exceeds Expectations,Medium,7.6,77
100238,2023,Annual,Meets Expectations,Low,5.7,56
100238,2024,Annual,Meets Expectations,Medium,5.5,53
100238,2025,Annual,Meets Expectations,Medium,6.3,60
100239,2025,Annual,Exceptional,High,8.6,88
100240,2024,Annual,Exceeds Expectations,Medium,8.3,77
100240,2025,Annual,Meets Expectations,Medium,6.0,66
100241,2024,Annual,Exceeds Expectations,Medium,8.3,75
100241,2025,Annual,Meets Expectations,Medium,5.6,59
100242,2023,Annual,Meets Expectations,Low,7.0,68
100242,2024,Annual,Meets Expectations,Low,6.5,56
100242,2025,Annual,Meets Expectations,Medium,6.0,66
100243,2022,Annual,Meets Expectations,Low,6.4,67
100243,2023,Annual,Exceeds Expectations,Medium,8.2,81
100243,2024,Annual,Exceeds Expectations,Medium,8.0,79
100243,2025,Annual,Meets Expectations,Medium,5.2,53
100244,2024,Annual,Meets Expectations,Medium,6.6,68
100244,2025,Annual,Meets Expectations,Medium,5.9,63
100245,2022,Annual,Unsatisfactory,Low,2.7,16
100245,2023,Annual,Exceeds Expectations,Medium,7.8,81
100245,2024,Annual,Exceeds Expectations,Medium,7.3,81
100245,2025,Annual,Exceeds Expectations,Medium,8.3,81
100246,2022,Annual,Exceeds Expectations,Medium,7.4,79
100246,2023,Annual,Meets Expectations,Low,6.4,64
100246,2024,Annual,Meets Expectations,Low,5.3,52
100246,2025,Annual,Meets Expectations,Low,6.1,66
100247,2022,Annual,Exceeds Expectations,High,8.3,77
100247,2023,Annual,Exceptional,High,8.9,100
100247,2024,Annual,Meets Expectations,Medium,5.4,53
100247,2025,Annual,Exceeds Expectations,Medium,7.6,75
100248,2023,Annual,Meets Expectations,Low,5.1,50
100248,2024,Annual,Below Expectations,Low,4.3,32
100248,2025,Annual,Exceeds Expectations,Medium,7.5,79
100250,2022,Annual,Meets Expectations,Medium,5.7,67
100250,2023,Annual,Unsatisfactory,Low,0.4,14
100250,2024,Annual,Meets Expectations,Low,5.9,53
100250,2025,Annual,Unsatisfactory,Low,0.3,20
100251,2022,Annual,Meets Expectations,Medium,6.9,69
100251,2023,Annual,Meets Expectations,Medium,5.9,68
100251,2024,Annual,Exceeds Expectations,Medium,7.8,76
100251,2025,Annual,Meets Expectations,Low,6.0,63
100252,2022,Annual,Meets Expectations,Medium,5.2,65
100252,2023,Annual,Meets Expectations,Medium,5.4,51
100252,2024,Annual,Meets Expectations,Low,6.8,58
100252,2025,Annual,Exceeds Expectations,Medium,8.3,78
100253,2025,Annual,Meets Expectations,Low,6.5,61
100254,2022,Annual,Meets Expectations,Medium,6.1,59
100254,2023,Annual,Exceptional,High,9.3,87
100254,2024,Annual,Exceeds Expectations,Medium,8.1,83
100254,2025,Annual,Exceptional,Medium,9.9,92
100255,2022,Annual,Exceeds Expectations,Medium,7.4,76
100255,2023,Annual,Exceeds Expectations,Medium,7.4,74
100255,2024,Annual,Meets Expectations,Low,5.8,63
100255,2025,Annual,Below Expectations,Low,4.5,38
100256,2022,Annual,Meets Expectations,Low,6.0,66
100256,2023,Annual,Meets Expectations,Low,5.3,58
100256,2024,Annual,Exceeds Expectations,Medium,7.8,75
100256,2025,Annual,Exceeds Expectations,Medium,8.1,84
100257,2022,Annual,Exceeds Expectations,Medium,7.2,73
100257,2023,Annual,Meets Expectations,Medium,5.7,59
100257,2024,Annual,Meets Expectations,Medium,6.7,62
100257,2025,Annual,Meets Expectations,Medium,6.1,54
100258,2022,Annual,Exceeds Expectations,High,8.0,76
100258,2023,Annual,Exceptional,High,9.8,88
100258,2024,Annual,Meets Expectations,Medium,5.2,61
100258,2025,Annual,Below Expectations,Low,3.2,46
100259,2023,Annual,Exceeds Expectations,High,8.0,82
100259,2024,Annual,Exceeds Expectations,High,7.5,79
100259,2025,Annual,Exceeds Expectations,High,7.8,77
100260,2022,Annual,Below Expectations,Low,4.6,38
100260,2023,Annual,Meets Expectations,Medium,5.6,62
100260,2024,Annual,Exceeds Expectations,Medium,7.2,70
100260,2025,Annual,Exceeds Expectations,High,7.8,77
100261,2022,Annual,Unsatisfactory,Low,3.0,21
100261,2023,Annual,Meets Expectations,Low,6.2,69
100261,2024,Annual,Below Expectations,Medium,4.8,34
100261,2025,Annual,Exceptional,Medium,8.9,94
100262,2022,Annual,Exceeds Expectations,High,7.2,78
100262,2023,Annual,Exceeds Expectations,Medium,8.3,78
100262,2024,Annual,Exceeds Expectations,Medium,7.7,85
100262,2025,Annual,Meets Expectations,Low,6.5,60
100263,2022,Annual,Exceeds Expectations,High,8.5,74
100263,2023,Annual,Below Expectations,Medium,4.0,32
100263,2024,Annual,Meets Expectations,Medium,5.5,70
100263,2025,Annual,Exceeds Expectations,High,7.0,77
100264,2022,Annual,Below Expectations,Low,5.0,35
100264,2023,Annual,Exceptional,High,8.6,89
100264,2024,Annual,Meets Expectations,Low,5.3,62
100264,2025,Annual,Exceeds Expectations,Medium,7.6,82
100265,2022,Annual,Exceeds Expectations,High,8.0,77
100265,2023,Annual,Exceeds Expectations,Medium,8.2,79
100265,2024,Annual,Meets Expectations,Medium,5.3,69
100265,2025,Annual,Exceptional,High,9.6,90
100266,2023,Annual,Meets Expectations,Medium,6.1,59
100266,2024,Annual,Meets Expectations,Medium,6.5,68
100266,2025,Annual,Exceeds Expectations,Medium,7.6,75
100267,2025,Annual,Exceeds Expectations,Medium,7.2,74
100268,2025,Annual,Meets Expectations,Medium,6.4,51
100270,2022,Annual,Meets Expectations,Medium,5.7,55
100270,2023,Annual,Meets Expectations,Low,6.0,62
100270,2024,Annual,Meets Expectations,Medium,6.8,59
100270,2025,Annual,Exceeds Expectations,Medium,7.3,79
100271,2023,Annual,Exceeds Expectations,Medium,8.0,71
100271,2024,Annual,Below Expectations,Low,3.1,32
100271,2025,Annual,Meets Expectations,Low,6.4,66
100273,2022,Annual,Meets Expectations,Medium,6.8,64
100273,2023,Annual,Exceeds Expectations,Medium,7.4,79
100273,2024,Annual,Meets Expectations,Medium,5.2,64
100273,2025,Annual,Meets Expectations,Medium,6.2,52
100274,2022,Annual,Below Expectations,Low,3.2,44
100274,2023,Annual,Meets Expectations,Low,6.3,54
100274,2024,Annual,Exceeds Expectations,Medium,8.2,74
100274,2025,Annual,Meets Expectations,Medium,5.6,69
100275,2022,Annual,Meets Expectations,Medium,5.7,68
100275,2023,Annual,Meets Expectations,Medium,5.6,55
100275,2024,Annual,Exceptional,High,9.2,89
100275,2025,Annual,Unsatisfactory,Low,0.5,24
100276,2022,Annual,Exceeds Expectations,Medium,8.3,73
100276,2023,Annual,Meets Expectations,Medium,6.1,56
100276,2024,Annual,Meets Expectations,Medium,5.4,53
100276,2025,Annual,Below Expectations,Low,4.0,36
100277,2025,Annual,Exceeds Expectations,Medium,8.0,83
100278,2022,Annual,Meets Expectations,Medium,5.3,65
100278,2023,Annual,Meets Expectations,Medium,5.5,70
100278,2024,Annual,Unsatisfactory,Low,0.0,17
100278,2025,Annual,Meets Expectations,Low,6.7,52
100281,2022,Annual,Meets Expectations,Medium,5.6,54
100281,2023,Annual,Meets Expectations,Medium,6.2,53
100281,2024,Annual,Meets Expectations,Low,6.5,53
100281,2025,Annual,Meets Expectations,Medium,6.4,51
100282,2022,Annual,Exceeds Expectations,Medium,8.0,73
100282,2023,Annual,Meets Expectations,Low,6.4,62
100282,2024,Annual,Meets Expectations,Medium,5.4,67
100282,2025,Annual,Exceptional,High,9.8,91
100283,2023,Annual,Unsatisfactory,Low,1.0,25
100283,2024,Annual,Exceeds Expectations,High,7.2,73
100283,2025,Annual,Exceeds Expectations,Medium,8.2,73
100284,2023,Annual,Exceeds Expectations,Medium,8.0,84
100284,2024,Annual,Meets Expectations,Low,5.1,66
100284,2025,Annual,Meets Expectations,Medium,5.1,50
100285,2022,Annual,Meets Expectations,Medium,5.6,70
100285,2023,Annual,Meets Expectations,Medium,5.4,62
100285,2024,Annual,Meets Expectations,Medium,6.1,52
100285,2025,Annual,Meets Expectations,Medium,5.3,62
100286,2022,Annual,Meets Expectations,Medium,6.0,58
100286,2023,Annual,Meets Expectations,Medium,6.5,68
100286,2024,Annual,Meets Expectations,Medium,7.0,58
100286,2025,Annual,Unsatisfactory,Low,2.4,21
100287,2022,Annual,Exceeds Expectations,Medium,7.7,70
100287,2023,Annual,Exceeds Expectations,Medium,8.2,83
100287,2024,Annual,Meets Expectations,Medium,6.0,53
100287,2025,Annual,Meets Expectations,Medium,6.1,65
100288,2024,Annual,Meets Expectations,Medium,5.4,65
100288,2025,Annual,Meets Expectations,Medium,6.3,53
100289,2022,Annual,Meets Expectations,Medium,6.3,59
100289,2023,Annual,Below Expectations,Low,3.2,31
100289,2024,Annual,Meets Expectations,Medium,5.3,59
100289,2025,Annual,Meets Expectations,Medium,5.1,58
100290,2022,Annual,Meets Expectations,Medium,7.0,63
100290,2023,Annual,Meets Expectations,Low,6.3,51
100290,2024,Annual,Meets Expectations,Low,5.2,53
100290,2025,Annual,Meets Expectations,Medium,5.1,50
100291,2022,Annual,Meets Expectations,Medium,5.2,66
100291,2023,Annual,Meets Expectations,Medium,6.0,56
100291,2024,Annual,Meets Expectations,Medium,6.3,58
100291,2025,Annual,Exceeds Expectations,Medium,7.9,75
100292,2022,Annual,Meets Expectations,Medium,6.3,67
100292,2023,Annual,Meets Expectations,Low,6.7,65
100292,2024,Annual,Exceeds Expectations,High,7.5,78
100292,2025,Annual,Exceptional,Medium,9.5,89
100293,2022,Annual,Meets Expectations,Medium,6.0,51
100293,2023,Annual,Exceptional,High,8.6,96
100293,2024,Annual,Exceeds Expectations,Medium,8.1,81
100293,2025,Annual,Exceeds Expectations,High,7.4,79
100294,2023,Annual,Exceeds Expectations,High,7.9,77
100294,2024,Annual,Exceptional,High,9.7,85
100294,2025,Annual,Meets Expectations,Medium,5.0,53
100295,2022,Annual,Unsatisfactory,Low,2.2,13
100295,2023,Annual,Exceeds Expectations,High,7.4,85
100295,2024,Annual,Meets Expectations,Low,5.9,62
100295,2025,Annual,Below Expectations,Medium,3.1,41
100296,2022,Annual,Meets Expectations,Low,6.7,53
100296,2023,Annual,Exceptional,Medium,8.8,97
100296,2024,Annual,Below Expectations,Low,3.7,50
100296,2025,Annual,Exceeds Expectations,High,7.5,84
100297,2025,Annual,Exceeds Expectations,Medium,7.5,80
100298,2022,Annual,Meets Expectations,Medium,6.6,61
100299,2024,Annual,Meets Expectations,Medium,5.6,65
100299,2025,Annual,Meets Expectations,Medium,6.4,55
100300,2022,Annual,Exceeds Expectations,High,8.5,77
100300,2023,Annual,Unsatisfactory,Low,2.3,10
100300,2024,Annual,Meets Expectations,Medium,6.1,52
100300,2025,Annual,Meets Expectations,Low,5.6,68
100301,2025,Annual,Below Expectations,Medium,3.7,42
100302,2022,Annual,Exceptional,High,8.6,95
100302,2023,Annual,Below Expectations,Low,3.6,30
100302,2024,Annual,Below Expectations,Low,3.5,38
100302,2025,Annual,Meets Expectations,Medium,6.1,53
100303,2023,Annual,Meets Expectations,Low,6.4,56
100303,2024,Annual,Exceeds Expectations,Medium,8.4,83
100303,2025,Annual,Meets Expectations,Medium,5.5,52
100304,2022,Annual,Meets Expectations,Low,5.6,58
100304,2023,Annual,Meets Expectations,Low,6.8,57
100304,2024,Annual,Below Expectations,Medium,3.8,35
100304,2025,Annual,Exceeds Expectations,High,8.2,70
100305,2022,Annual,Meets Expectations,Low,5.8,57
100305,2023,Annual,Exceeds Expectations,High,8.0,83
100305,2024,Annual,Meets Expectations,Medium,5.8,65
100306,2023,Annual,Unsatisfactory,Low,1.6,3
100306,2024,Annual,Meets Expectations,Medium,5.3,50
100306,2025,Annual,Meets Expectations,Low,5.4,68
100307,2022,Annual,Below Expectations,Low,3.8,47
100307,2023,Annual,Exceptional,High,9.2,92
100307,2024,Annual,Exceeds Expectations,Medium,7.1,82
100307,2025,Annual,Meets Expectations,Medium,6.0,62
100308,2022,Annual,Exceeds Expectations,High,7.2,74
100308,2023,Annual,Exceeds Expectations,Medium,7.2,85
100309,2022,Annual,Exceptional,Medium,8.8,88
100309,2023,Annual,Exceeds Expectations,High,8.1,80
100309,2024,Annual,Exceeds Expectations,Medium,7.5,74
100309,2025,Annual,Exceptional,High,8.8,97
100310,2022,Annual,Meets Expectations,Medium,6.9,58
100310,2023,Annual,Exceptional,Medium,9.1,94
100310,2024,Annual,Meets Expectations,Low,6.4,69
100310,2025,Annual,Meets Expectations,Low,6.6,67
100311,2022,Annual,Meets Expectations,Low,6.5,64
100311,2023,Annual,Exceptional,Medium,8.7,88
100311,2024,Annual,Meets Expectations,Medium,6.6,69
100311,2025,Annual,Exceeds Expectations,Medium,8.0,80
100313,2024,Annual,Exceeds Expectations,Medium,8.1,83
100314,2023,Annual,Exceeds Expectations,High,7.8,84
100314,2024,Annual,Below Expectations,Medium,3.1,34
100314,2025,Annual,Unsatisfactory,Low,0.6,15
100315,2022,Annual,Meets Expectations,Medium,6.8,52
100315,2023,Annual,Exceeds Expectations,Medium,7.8,74
100315,2024,Annual,Exceeds Expectations,Medium,7.4,77
