employee_id,effective_date,event_type,from_department,to_department,from_grade,to_grade,from_title,to_title,from_salary,to_salary
100239,2025-04-03,Hire,,Customer Support,,G1,,Support Representative I,,59440.0
100240,2024-03-16,Hire,,IT,,G2,,Software Engineer I,,68785.0
100241,2024-08-26,Hire,,Sales,,G4,,Sales Specialist,,114726.0
100242,2023-01-21,Hire,,Marketing,,G1,,Marketing Coordinator I,,46208.0
100242,2026-04-29,Promotion,Marketing,Marketing,G1,G2,Marketing Coordinator I,Marketing Coordinator II,46208.0,56295.0
100243,2022-02-05,Hire,,IT,,G7,,Engineering Director,,193280.0
100244,2024-09-17,Hire,,Operations,,G1,,Operations Coordinator I,,41620.0
100244,2025-03-01,Termination,Operations,,G2,,Operations Coordinator II,,67940.0,
100245,2017-12-30,Hire,,Operations,,G1,,Operations Coordinator I,,55861.0
100245,2020-10-12,Promotion,Operations,Operations,G1,G2,Operations Coordinator I,Operations Coordinator II,55861.0,75506.0
100246,2017-08-07,Hire,,Sales,,G1,,Sales Representative I,,46721.0
100246,2019-07-20,Promotion,Sales,Sales,G1,G2,Sales Representative I,Sales Representative II,46721.0,60487.0
100247,2017-01-04,Hire,,Sales,,G4,,Sales Specialist,,106549.0
100248,2023-12-13,Hire,,Marketing,,G4,,Senior Marketing Specialist,,107906.0
100248,2024-11-30,Transfer,Customer Support,Marketing,G5,G5,Senior Support Specialist,Marketing Lead,162633.0,162633.0
100249,2026-03-25,Hire,,Marketing,,G5,,Marketing Lead,,136893.0
100249,2026-05-13,Transfer,IT,Marketing,G5,G5,Staff Engineer,Marketing Lead,138854.0,138854.0
100250,2019-07-16,Hire,,Finance,,G2,,Finance Analyst II,,59942.0
100251,2017-05-15,Hire,,Marketing,,G1,,Marketing Coordinator I,,46822.0
100252,2021-06-19,Hire,,Finance,,G1,,Finance Analyst I,,59830.0
100252,2025-12-16,Promotion,Finance,Finance,G1,G2,Finance Analyst I,Finance Analyst II,59830.0,63097.0
100253,2025-03-21,Hire,,Marketing,,G2,,Marketing Coordinator II,,73201.0
100254,2016-08-04,Hire,,Marketing,,G5,,Marketing Lead,,126138.0
100255,2021-05-27,Hire,,HR,,G4,,Senior HR Specialist,,110775.0
100256,2022-06-10,Hire,,IT,,G1,,IT Support Specialist I,,55683.0
100257,2022-10-26,Hire,,HR,,G1,,HR Coordinator I,,40065.0
100258,2021-01-03,Hire,,Customer Support,,G3,,Senior Support Representative,,81596.0
100258,2025-10-10,Termination,Customer Support,,G3,,Senior Support Representative,,85846.0,
100259,2023-07-21,Hire,,Finance,,G5,,Senior Finance Lead,,126954.0
100260,2019-04-22,Hire,,Finance,,G2,,Finance Analyst II,,72601.0
100261,2022-01-04,Hire,,IT,,G5,,Staff Engineer,,129316.0
100262,2018-06-10,Hire,,Customer Support,,G1,,Support Representative I,,50315.0
100262,2025-02-13,Promotion,Customer Support,Customer Support,G1,G2,Support Representative I,Support Representative II,50315.0,66785.0
100263,2022-12-27,Hire,,IT,,G2,,Software Engineer I,,59841.0
100264,2018-09-26,Hire,,Operations,,G4,,Senior Operations Analyst,,108384.0
100265,2016-09-20,Hire,,Operations,,G7,,Operations Director,,201991.0
100266,2023-01-09,Hire,,Operations,,G8,,VP of Operations,,240043.0
100267,2025-07-10,Hire,,Customer Support,,G7,,Support Director,,222210.0
100268,2025-02-12,Hire,,Customer Support,,G4,,Support Specialist,,111890.0
100269,2026-05-27,Hire,,Finance,,G1,,Finance Analyst I,,43201.0
100269,2026-06-15,Transfer,Sales,Finance,G2,G2,Sales Representative II,Finance Analyst II,69635.0,69635.0
100270,2017-07-01,Hire,,Finance,,G1,,Finance Analyst I,,43678.0
100270,2022-10-08,Transfer,Customer Support,Finance,G2,G2,Support Representative II,Finance Analyst II,76311.0,76311.0
100271,2023-01-01,Hire,,Marketing,,G4,,Senior Marketing Specialist,,103204.0
100272,2026-01-11,Hire,,Sales,,G1,,Sales Representative I,,41408.0
100273,2020-09-14,Hire,,IT,,G7,,Engineering Director,,191218.0
100274,2018-02-01,Hire,,Operations,,G4,,Senior Operations Analyst,,114122.0
100275,2018-03-01,Hire,,Customer Support,,G3,,Senior Support Representative,,91878.0
100276,2019-06-04,Hire,,Finance,,G1,,Finance Analyst I,,47543.0
100277,2025-09-06,Hire,,Marketing,,G1,,Marketing Coordinator I,,53775.0
100277,2025-09-14,Transfer,Finance,Marketing,G1,G1,Finance Analyst I,Marketing Coordinator I,58617.0,58617.0
100278,2022-03-22,Hire,,Sales,,G1,,Sales Representative I,,40663.0
100279,2017-07-26,Hire,,Operations,,G4,,Senior Operations Analyst,,103831.0
100279,2020-12-29,Termination,Operations,,G5,,Operations Lead,,131610.0,
100279,2025-04-15,Promotion,Operations,Operations,G4,G5,Senior Operations Analyst,Operations Lead,103831.0,130004.0
100280,2026-03-26,Hire,,Operations,,G3,,Operations Analyst,,78427.0
100281,2017-04-22,Hire,,Marketing,,G3,,Marketing Specialist,,85524.0
100282,2021-10-15,Hire,,Operations,,G1,,Operations Coordinator I,,41645.0
100282,2023-09-01,Promotion,Operations,Operations,G1,G2,Operations Coordinator I,Operations Coordinator II,41645.0,73171.0
100283,2023-09-04,Hire,,IT,,G6,,Engineering Manager,,162311.0
100283,2025-02-05,Promotion,IT,IT,G6,G7,Engineering Manager,Engineering Director,162311.0,240955.0
100284,2023-07-16,Hire,,Operations,,G4,,Senior Operations Analyst,,119509.0
100285,2016-06-17,Hire,,Marketing,,G3,,Marketing Specialist,,80604.0
100286,2021-09-01,Hire,,Finance,,G5,,Senior Finance Lead,,128655.0
100287,2016-07-31,Hire,,HR,,G4,,Senior HR Specialist,,95216.0
100288,2024-07-03,Hire,,Customer Support,,G2,,Support Representative II,,59429.0
100288,2025-09-22,Transfer,HR,Customer Support,G3,G3,HR Specialist,Senior Support Representative,80241.0,80241.0
100289,2021-11-29,Hire,,Operations,,G5,,Operations Lead,,125899.0
100290,2020-03-05,Hire,,HR,,G4,,Senior HR Specialist,,103387.0
100291,2020-04-20,Hire,,Sales,,G2,,Sales Representative II,,73688.0
100291,2025-02-15,Promotion,Sales,Sales,G2,G3,Sales Representative II,Senior Sales Representative,73688.0,77056.0
100292,2019-05-17,Hire,,Sales,,G5,,Senior Sales Specialist,,133584.0
100293,2021-08-07,Hire,,Marketing,,G2,,Marketing Coordinator II,,77858.0
100293,2023-06-18,Transfer,Customer Support,Marketing,G3,G3,Senior Support Representative,Marketing Specialist,95141.0,95141.0
100293,2023-11-18,Promotion,Marketing,Marketing,G2,G3,Marketing Coordinator II,Marketing Specialist,77858.0,103342.0
100294,2023-04-02,Hire,,Customer Support,,G4,,Support Specialist,,111738.0
100295,2022-12-15,Hire,,IT,,G1,,IT Support Specialist I,,57012.0
100296,2020-09-07,Hire,,IT,,G5,,Staff Engineer,,126780.0
100296,2022-10-07,Transfer,Operations,IT,G6,G6,Operations Manager,Engineering Manager,184669.0,184669.0
100297,2025-07-17,Hire,,Operations,,G1,,Operations Coordinator I,,40825.0
100297,2025-08-08,Termination,Operations,,G1,,Operations Coordinator I,,44150.0,
100298,2019-11-26,Hire,,Finance,,G5,,Senior Finance Lead,,140779.0
100298,2022-03-30,Termination,Finance,,G5,,Senior Finance Lead,,159214.0,
100299,2024-05-23,Hire,,Marketing,,G5,,Marketing Lead,,131792.0
100300,2016-08-04,Hire,,Operations,,G2,,Operations Coordinator II,,75012.0
100301,2025-03-29,Hire,,Sales,,G7,,Sales Director,,214312.0
100301,2026-06-07,Transfer,Customer Support,Sales,G8,G8,VP of Customer Success,VP of Sales,343384.0,343384.0
100302,2018-05-08,Hire,,Operations,,G3,,Operations Analyst,,87439.0
100302,2018-07-16,Transfer,Finance,Operations,G3,G3,Senior Finance Analyst,Operations Analyst,92248.0,92248.0
100303,2023-02-11,Hire,,Finance,,G4,,Finance Lead,,123440.0
100304,2020-12-13,Hire,,Sales,,G3,,Senior Sales Representative,,92905.0
100304,2025-04-22,Transfer,Marketing,Sales,G4,G4,Senior Marketing Specialist,Sales Specialist,129178.0,129178.0
100305,2016-08-18,Hire,,IT,,G5,,Staff Engineer,,142946.0
100305,2023-10-10,Promotion,IT,IT,G5,G6,Staff Engineer,Engineering Manager,142946.0,167502.0
100305,2024-03-06,Termination,IT,,G6,,Engineering Manager,,159001.0,
100306,2023-03-26,Hire,,Finance,,G2,,Finance Analyst II,,56251.0
100307,2018-06-07,Hire,,Marketing,,G1,,Marketing Coordinator I,,40271.0
100308,2019-06-15,Hire,,Operations,,G3,,Operations Analyst,,84387.0
100308,2023-04-04,Termination,Operations,,G4,,Senior Operations Analyst,,134159.0,
100309,2020-05-31,Hire,,Finance,,G4,,Finance Lead,,105857.0
100309,2020-10-29,Transfer,Sales,Finance,G5,G5,Senior Sales Specialist,Senior Finance Lead,141450.0,141450.0
100310,2020-06-18,Hire,,Customer Support,,G1,,Support Representative I,,57910.0
100310,2025-09-06,Transfer,Marketing,Customer Support,G2,G2,Marketing Coordinator II,Support Representative II,66590.0,66590.0
100311,2020-07-25,Hire,,HR,,G2,,HR Coordinator II,,62865.0
100312,2026-04-20,Hire,,IT,,G5,,Staff Engineer,,135048.0
100313,2024-04-20,Hire,,Operations,,G3,,Operations Analyst,,76778.0
100313,2024-11-17,Termination,Operations,,G3,,Operations Analyst,,92158.0,
100313,2025-12-14,Transfer,Finance,Operations,G3,G3,Senior Finance Analyst,Operations Analyst,92158.0,92158.0
100314,2023-01-13,Hire,,Sales,,G2,,Sales Representative II,,67020.0
100315,2017-12-31,Hire,,HR,,G7,,HR Director,,213437.0
100316,2025-09-22,Hire,,Operations,,G6,,Operations Manager,,155965.0
100317,2024-04-18,Hire,,Sales,,G2,,Sales Representative II,,68288.0
100318,2017-02-07,Hire,,IT,,G1,,IT Support Specialist I,,45773.0
100318,2020-12-29,Termination,IT,,G1,,IT Support Specialist I,,47973.0,
100319,2021-12-07,Hire,,HR,,G3,,HR Specialist,,90195.0
100320,2023-03-18,Hire,,Sales,,G3,,Senior Sales Representative,,87575.0
100320,2026-03-16,Promotion,Sales,Sales,G3,G4,Senior Sales Representative,Sales Specialist,87575.0,100580.0
100321,2020-09-30,Hire,,Marketing,,G7,,Marketing Director,,190343.0
100322,2017-04-16,Hire,,Marketing,,G5,,Marketing Lead,,132269.0
100322,2019-03-26,Termination,Marketing,,G6,,Marketing Manager,,171911.0,
100323,2019-05-16,Hire,,IT,,G3,,Software Engineer II,,96534.0
100324,2017-04-07,Hire,,Customer Support,,G4,,Support Specialist,,107683.0
100324,2017-07-03,Transfer,Operations,Customer Support,G4,G4,Senior Operations Analyst,Support Specialist,112625.0,112625.0
100325,2018-03-22,Hire,,Operations,,G1,,Operations Coordinator I,,44561.0
100326,2019-01-13,Hire,,HR,,G1,,HR Coordinator I,,57116.0
100326,2019-02-12,Termination,HR,,G2,,HR Coordinator II,,78593.0,
100327,2016-08-01,Hire,,IT,,G1,,IT Support Specialist I,,46605.0
100327,2024-01-23,Transfer,Finance,IT,G1,G1,Finance Analyst I,IT Support Specialist I,56105.0,56105.0
100328,2025-07-19,Hire,,Sales,,G1,,Sales Representative I,,40031.0
100329,2025-07-14,Hire,,Customer Support,,G3,,Senior Support Representative,,93063.0
100329,2025-09-23,Termination,Customer Support,,G4,,Support Specialist,,95690.0,
100330,2019-05-06,Hire,,HR,,G2,,HR Coordinator II,,66218.0
100330,2022-05-06,Transfer,IT,HR,G3,G3,Software Engineer II,HR Specialist,103401.0,103401.0
100331,2018-05-29,Hire,,Finance,,G6,,Finance Manager,,184968.0
100332,2018-01-19,Hire,,Finance,,G5,,Senior Finance Lead,,135196.0
100332,2020-12-04,Transfer,HR,Finance,G5,G5,HR Business Partner,Senior Finance Lead,163641.0,163641.0
100333,2022-01-01,Hire,,Sales,,G5,,Senior Sales Specialist,,125185.0
100334,2020-07-15,Hire,,HR,,G3,,HR Specialist,,79718.0
100335,2021-08-30,Hire,,IT,,G6,,Engineering Manager,,167448.0
100336,2026-01-09,Hire,,Sales,,G4,,Sales Specialist,,102897.0
100337,2026-01-09,Hire,,Sales,,G2,,Sales Representative II,,55589.0
100337,2026-06-07,Termination,Sales,,G2,,Sales Representative II,,59180.0,
100338,2025-04-22,Hire,,HR,,G2,,HR Coordinator II,,63503.0
100339,2025-10-08,Hire,,HR,,G2,,HR Coordinator II,,79824.0
100340,2019-11-28,Hire,,Customer Support,,G2,,Support Representative II,,78401.0
100340,2025-04-09,Promotion,Customer Support,Customer Support,G2,G3,Support Representative II,Senior Support Representative,78401.0,83915.0
100341,2021-01-23,Hire,,HR,,G7,,HR Director,,210388.0
100342,2024-11-23,Hire,,Operations,,G2,,Operations Coordinator II,,69256.0
100342,2026-02-27,Termination,Operations,,G3,,Operations Analyst,,94945.0,
100343,2022-03-30,Hire,,Sales,,G2,,Sales Representative II,,56516.0
100344,2021-03-02,Hire,,Operations,,G1,,Operations Coordinator I,,42673.0
100344,2023-04-19,Promotion,Operations,Operations,G1,G2,Operations Coordinator I,Operations Coordinator II,42673.0,78466.0
100345,2020-09-16,Hire,,Finance,,G4,,Finance Lead,,98748.0
100346,2017-03-28,Hire,,Sales,,G7,,Sales Director,,222500.0
100347,2020-08-02,Hire,,IT,,G2,,Software Engineer I,,57899.0
100348,2016-12-24,Hire,,Finance,,G2,,Finance Analyst II,,73095.0
100348,2017-08-12,Termination,Finance,,G3,,Senior Finance Analyst,,99511.0,
100348,2024-01-19,Promotion,Finance,Finance,G2,G3,Finance Analyst II,Senior Finance Analyst,73095.0,102310.0
100349,2019-11-05,Hire,,Customer Support,,G7,,Support Director,,192466.0
100350,2024-06-23,Hire,,HR,,G4,,Senior HR Specialist,,95013.0
100351,2016-06-24,Hire,,Marketing,,G2,,Marketing Coordinator II,,56212.0
100352,2020-10-10,Hire,,Marketing,,G4,,Senior Marketing Specialist,,122684.0
100353,2019-06-14,Hire,,Sales,,G4,,Sales Specialist,,116832.0
100353,2021-09-16,Termination,Sales,,G5,,Senior Sales Specialist,,130591.0,
100354,2017-04-26,Hire,,Customer Support,,G3,,Senior Support Representative,,104827.0
100354,2018-04-17,Termination,Customer Support,,G4,,Support Specialist,,124732.0,
100355,2016-09-02,Hire,,HR,,G5,,HR Business Partner,,125244.0
100355,2019-11-08,Promotion,HR,HR,G5,G6,HR Business Partner,HR Manager,125244.0,168917.0
100356,2024-06-02,Hire,,HR,,G5,,HR Business Partner,,128515.0
100356,2026-02-21,Transfer,Sales,HR,G5,G5,Senior Sales Specialist,HR Business Partner,134784.0,134784.0
100357,2016-08-24,Hire,,HR,,G6,,HR Manager,,184583.0
100358,2019-08-16,Hire,,Finance,,G5,,Senior Finance Lead,,127453.0
100359,2016-12-11,Hire,,Finance,,G3,,Senior Finance Analyst,,75219.0
100360,2025-10-11,Hire,,Finance,,G1,,Finance Analyst I,,56108.0
100360,2025-10-28,Promotion,Finance,Finance,G1,G2,Finance Analyst I,Finance Analyst II,56108.0,73620.0
100360,2025-12-01,Termination,Finance,,G2,,Finance Analyst II,,57239.0,
100361,2019-11-05,Hire,,Marketing,,G5,,Marketing Lead,,150130.0
100362,2022-07-03,Hire,,Customer Support,,G5,,Senior Support Specialist,,130158.0
100363,2026-05-24,Hire,,HR,,G1,,HR Coordinator I,,42515.0
100364,2024-12-09,Hire,,Finance,,G3,,Senior Finance Analyst,,80271.0
100364,2025-08-13,Promotion,Finance,Finance,G3,G4,Senior Finance Analyst,Finance Lead,80271.0,126340.0
100365,2018-02-27,Hire,,Marketing,,G1,,Marketing Coordinator I,,50072.0
100366,2024-10-12,Hire,,Customer Support,,G1,,Support Representative I,,40071.0
100367,2023-03-01,Hire,,Sales,,G2,,Sales Representative II,,70061.0
100368,2018-08-31,Hire,,Operations,,G5,,Operations Lead,,135386.0
100369,2024-11-26,Hire,,Operations,,G2,,Operations Coordinator II,,65253.0
100369,2025-03-15,Transfer,Sales,Operations,G3,G3,Senior Sales Representative,Operations Analyst,89120.0,89120.0
100370,2019-12-15,Hire,,Finance,,G1,,Finance Analyst I,,40794.0
100371,2024-12-23,Hire,,Operations,,G1,,Operations Coordinator I,,50648.0
100372,2019-09-27,Hire,,Sales,,G7,,Sales Director,,210621.0
100372,2024-11-25,Termination,Sales,,G7,,Sales Director,,240613.0,
100373,2024-01-14,Hire,,Marketing,,G5,,Marketing Lead,,133050.0
100373,2026-05-13,Promotion,Marketing,Marketing,G5,G6,Marketing Lead,Marketing Manager,133050.0,193183.0
100374,2017-02-20,Hire,,Sales,,G3,,Senior Sales Representative,,93376.0
100375,2018-07-04,Hire,,Marketing,,G6,,Marketing Manager,,166760.0
100376,2026-05-27,Hire,,HR,,G1,,HR Coordinator I,,50774.0
100377,2025-01-01,Hire,,Finance,,G2,,Finance Analyst II,,58413.0
100378,2023-07-24,Hire,,IT,,G3,,Software Engineer II,,91160.0
100379,2016-09-15,Hire,,Customer Support,,G5,,Senior Support Specialist,,148418.0
100380,2026-02-28,Hire,,IT,,G3,,Software Engineer II,,88329.0
100381,2025-04-18,Hire,,Sales,,G3,,Senior Sales Representative,,76447.0
100381,2026-02-26,Transfer,HR,Sales,G3,G3,HR Specialist,Senior Sales Representative,77484.0,77484.0
100382,2020-02-24,Hire,,Finance,,G2,,Finance Analyst II,,70142.0
100382,2026-01-26,Transfer,IT,Finance,G3,G3,Software Engineer II,Senior Finance Analyst,94615.0,94615.0
100383,2021-07-03,Hire,,IT,,G5,,Staff Engineer,,161023.0
100383,2021-12-13,Transfer,Operations,IT,G6,G6,Operations Manager,Engineering Manager,195954.0,195954.0
100384,2017-01-08,Hire,,IT,,G2,,Software Engineer I,,62750.0
100384,2024-04-09,Promotion,IT,IT,G2,G3,Software Engineer I,Software Engineer II,62750.0,84399.0
100385,2020-04-03,Hire,,Operations,,G4,,Senior Operations Analyst,,117787.0
100386,2026-03-02,Hire,,Customer Support,,G5,,Senior Support Specialist,,128927.0
100387,2021-09-17,Hire,,Customer Support,,G6,,Support Manager,,160302.0
100387,2026-06-15,Termination,Customer Support,,G7,,Support Director,,234871.0,
100388,2022-09-05,Hire,,HR,,G1,,HR Coordinator I,,42586.0
100389,2020-01-10,Hire,,IT,,G4,,Senior Software Engineer,,96806.0
100390,2021-07-25,Hire,,IT,,G6,,Engineering Manager,,171455.0
100391,2025-01-03,Hire,,HR,,G6,,HR Manager,,164616.0
100391,2025-12-23,Transfer,Customer Support,HR,G6,G6,Support Manager,HR Manager,175968.0,175968.0
100392,2023-10-18,Hire,,Sales,,G2,,Sales Representative II,,64867.0
100393,2025-07-11,Hire,,Marketing,,G1,,Marketing Coordinator I,,50110.0
100394,2018-05-01,Hire,,Marketing,,G4,,Senior Marketing Specialist,,118765.0
100394,2024-10-15,Transfer,Operations,Marketing,G5,G5,Operations Lead,Marketing Lead,152703.0,152703.0
100395,2023-02-17,Hire,,Operations,,G4,,Senior Operations Analyst,,96742.0
100396,2018-03-20,Hire,,Sales,,G4,,Sales Specialist,,113213.0
100397,2018-02-01,Hire,,HR,,G2,,HR Coordinator II,,61601.0
100398,2020-05-19,Hire,,Finance,,G2,,Finance Analyst II,,61182.0
100399,2018-11-28,Hire,,Finance,,G6,,Finance Manager,,174416.0
100399,2025-08-17,Transfer,IT,Finance,G6,G6,Engineering Manager,Finance Manager,180737.0,180737.0
100400,2025-09-30,Hire,,IT,,G2,,Software Engineer I,,55064.0
100400,2025-12-29,Transfer,Marketing,IT,G3,G3,Marketing Specialist,Software Engineer II,87047.0,87047.0
100400,2026-01-29,Promotion,IT,IT,G2,G3,Software Engineer I,Software Engineer II,55064.0,80639.0
100401,2020-07-19,Hire,,IT,,G5,,Staff Engineer,,143612.0
100402,2017-06-15,Hire,,Finance,,G1,,Finance Analyst I,,43506.0
100403,2017-06-01,Hire,,HR,,G1,,HR Coordinator I,,40111.0
100404,2017-10-19,Hire,,Sales,,G8,,VP of Sales,,245967.0
100404,2020-03-05,Termination,Sales,,G8,,VP of Sales,,287361.0,
100405,2019-10-13,Hire,,HR,,G7,,HR Director,,195422.0
100405,2024-12-09,Transfer,Sales,HR,G7,G7,Sales Director,HR Director,201441.0,201441.0
100406,2021-06-23,Hire,,Sales,,G3,,Senior Sales Representative,,75061.0
100407,2018-07-12,Hire,,Marketing,,G5,,Marketing Lead,,135400.0
100408,2017-03-14,Hire,,HR,,G3,,HR Specialist,,100730.0
100408,2021-11-04,Promotion,HR,HR,G3,G4,HR Specialist,Senior HR Specialist,100730.0,121284.0
100409,2025-11-04,Hire,,Customer Support,,G5,,Senior Support Specialist,,139568.0
100410,2023-02-10,Hire,,Marketing,,G3,,Marketing Specialist,,85419.0
100411,2018-05-07,Hire,,Customer Support,,G1,,Support Representative I,,40133.0
100412,2026-02-21,Hire,,Finance,,G5,,Senior Finance Lead,,128729.0
100412,2026-05-27,Termination,Finance,,G5,,Senior Finance Lead,,144159.0,
100413,2025-12-02,Hire,,Customer Support,,G6,,Support Manager,,166164.0
100414,2023-08-07,Hire,,Finance,,G1,,Finance Analyst I,,45278.0
100414,2025-10-23,Transfer,Marketing,Finance,G1,G1,Marketing Coordinator I,Finance Analyst I,51525.0,51525.0
100415,2024-07-30,Hire,,IT,,G5,,Staff Engineer,,140372.0
100416,2023-07-01,Hire,,Operations,,G4,,Senior Operations Analyst,,100088.0
100417,2017-10-15,Hire,,Operations,,G7,,Operations Director,,218475.0
100418,2023-10-27,Hire,,Finance,,G1,,Finance Analyst I,,40758.0
100418,2025-01-20,Transfer,Customer Support,Finance,G1,G1,Support Representative I,Finance Analyst I,44717.0,44717.0
100419,2016-06-27,Hire,,IT,,G4,,Senior Software Engineer,,95015.0
100420,2026-04-04,Hire,,Customer Support,,G6,,Support Manager,,202458.0
100420,2026-05-24,Termination,Customer Support,,G7,,Support Director,,239305.0,
100421,2019-04-04,Hire,,Marketing,,G1,,Marketing Coordinator I,,43291.0
100422,2022-01-12,Hire,,IT,,G3,,Software Engineer II,,75666.0
100422,2022-07-19,Transfer,HR,IT,G3,G3,HR Specialist,Software Engineer II,78148.0,78148.0
100423,2019-04-10,Hire,,Finance,,G3,,Senior Finance Analyst,,80524.0
100424,2021-03-16,Hire,,Operations,,G5,,Operations Lead,,149398.0
100425,2021-07-12,Hire,,Sales,,G5,,Senior Sales Specialist,,126351.0
100426,2019-07-15,Hire,,Operations,,G1,,Operations Coordinator I,,59030.0
100426,2021-09-03,Transfer,Customer Support,Operations,G2,G2,Support Representative II,Operations Coordinator II,62498.0,62498.0
100427,2024-11-19,Hire,,Customer Support,,G2,,Support Representative II,,57037.0
100428,2019-09-01,Hire,,Customer Support,,G5,,Senior Support Specialist,,141603.0
100428,2024-07-11,Promotion,Customer Support,Customer Support,G5,G6,Senior Support Specialist,Support Manager,141603.0,173702.0
100429,2022-06-21,Hire,,HR,,G3,,HR Specialist,,76309.0
100430,2024-06-11,Hire,,HR,,G3,,HR Specialist,,104992.0
100431,2016-10-29,Hire,,Customer Support,,G1,,Support Representative I,,54219.0
100431,2018-04-22,Termination,Customer Support,,G2,,Support Representative II,,75622.0,
100431,2021-11-02,Promotion,Customer Support,Customer Support,G1,G2,Support Representative I,Support Representative II,54219.0,72904.0
100432,2018-02-15,Hire,,Operations,,G3,,Operations Analyst,,81935.0
100433,2018-11-03,Hire,,Marketing,,G1,,Marketing Coordinator I,,46176.0
100434,2025-07-31,Hire,,IT,,G2,,Software Engineer I,,55461.0
100434,2026-05-17,Termination,IT,,G2,,Software Engineer I,,56100.0,
100435,2019-03-31,Hire,,Finance,,G4,,Finance Lead,,102769.0
100436,2016-08-19,Hire,,IT,,G6,,Engineering Manager,,155755.0
100437,2021-02-03,Hire,,Operations,,G3,,Operations Analyst,,96132.0
100437,2024-05-05,Promotion,Operations,Operations,G3,G4,Operations Analyst,Senior Operations Analyst,96132.0,125593.0
100437,2025-03-27,Transfer,IT,Operations,G4,G4,Senior Software Engineer,Senior Operations Analyst,117515.0,117515.0
100438,2023-02-22,Hire,,HR,,G4,,Senior HR Specialist,,102181.0
100439,2025-02-16,Hire,,HR,,G1,,HR Coordinator I,,49501.0
100439,2026-06-13,Promotion,HR,HR,G1,G2,HR Coordinator I,HR Coordinator II,49501.0,61749.0
100440,2021-04-15,Hire,,Marketing,,G3,,Marketing Specialist,,88119.0
100441,2025-01-20,Hire,,Finance,,G5,,Senior Finance Lead,,129382.0
100442,2019-09-17,Hire,,Marketing,,G6,,Marketing Manager,,160069.0
100443,2020-11-06,Hire,,IT,,G1,,IT Support Specialist I,,51076.0
100444,2020-12-19,Hire,,IT,,G1,,IT Support Specialist I,,46565.0
100445,2024-09-11,Hire,,Finance,,G2,,Finance Analyst II,,56938.0
100445,2025-09-21,Termination,Finance,,G3,,Senior Finance Analyst,,88568.0,
100446,2024-10-11,Hire,,HR,,G5,,HR Business Partner,,130413.0
100447,2023-03-16,Hire,,HR,,G2,,HR Coordinator II,,61752.0
100448,2018-12-25,Hire,,Sales,,G3,,Senior Sales Representative,,78970.0
100448,2024-09-30,Termination,Sales,,G4,,Sales Specialist,,97768.0,
100449,2023-11-20,Hire,,Finance,,G3,,Senior Finance Analyst,,95875.0
100449,2023-11-24,Transfer,IT,Finance,G3,G3,Software Engineer II,Senior Finance Analyst,97634.0,97634.0
100450,2020-07-17,Hire,,IT,,G6,,Engineering Manager,,182503.0
100450,2025-09-21,Termination,IT,,G7,,Engineering Director,,205445.0,
100451,2017-12-28,Hire,,Customer Support,,G4,,Support Specialist,,95699.0
100452,2020-05-26,Hire,,Sales,,G1,,Sales Representative I,,46004.0
100453,2022-04-30,Hire,,Customer Support,,G3,,Senior Support Representative,,94681.0
100454,2016-12-27,Hire,,HR,,G5,,HR Business Partner,,144447.0
100455,2021-07-25,Hire,,Customer Support,,G4,,Support Specialist,,107274.0
100455,2023-11-24,Promotion,Customer Support,Customer Support,G4,G5,Support Specialist,Senior Support Specialist,107274.0,127977.0
100456,2018-04-07,Hire,,Sales,,G2,,Sales Representative II,,60162.0
100457,2019-04-10,Hire,,Finance,,G5,,Senior Finance Lead,,138772.0
100457,2020-03-04,Promotion,Finance,Finance,G5,G6,Senior Finance Lead,Finance Manager,138772.0,157291.0
100458,2016-11-09,Hire,,Marketing,,G2,,Marketing Coordinator II,,76377.0
100459,2021-01-15,Hire,,Marketing,,G4,,Senior Marketing Specialist,,121714.0
100460,2016-11-03,Hire,,HR,,G1,,HR Coordinator I,,43892.0
100461,2024-07-02,Hire,,Finance,,G1,,Finance Analyst I,,55402.0
100462,2021-12-16,Hire,,HR,,G5,,HR Business Partner,,149911.0
100463,2023-11-17,Hire,,Sales,,G4,,Sales Specialist,,131053.0
100464,2021-09-17,Hire,,Marketing,,G5,,Marketing Lead,,129899.0
100465,2024-01-16,Hire,,HR,,G4,,Senior HR Specialist,,105335.0
100466,2025-07-11,Hire,,Marketing,,G1,,Marketing Coordinator I,,47066.0
100467,2023-05-18,Hire,,Sales,,G5,,Senior Sales Specialist,,126547.0
100468,2024-04-14,Hire,,Marketing,,G4,,Senior Marketing Specialist,,110945.0
100469,2018-12-29,Hire,,Finance,,G4,,Finance Lead,,106877.0
100469,2023-10-23,Transfer,Operations,Finance,G4,G4,Senior Operations Analyst,Finance Lead,129060.0,129060.0
100470,2020-06-10,Hire,,IT,,G7,,Engineering Director,,197240.0
100470,2021-02-09,Transfer,Operations,IT,G7,G7,Operations Director,Engineering Director,206571.0,206571.0
100471,2026-01-19,Hire,,Marketing,,G2,,Marketing Coordinator II,,60558.0
100472,2021-12-12,Hire,,IT,,G2,,Software Engineer I,,70174.0
100472,2026-06-13,Promotion,IT,IT,G2,G3,Software Engineer I,Software Engineer II,70174.0,102597.0
100473,2017-01-27,Hire,,IT,,G1,,IT Support Specialist I,,44280.0
100473,2024-09-15,Transfer,Marketing,IT,G1,G1,Marketing Coordinator I,IT Support Specialist I,51704.0,51704.0
