employee_id,pay_period,gross_pay,tax,benefit_deduction,retirement,net_pay
100650,2025-05-01,7900.0,1738.0,100,395.0,5667.0
100651,2025-05-01,13625.25,2997.56,220,681.26,9726.43
100652,2025-05-01,6572.83,1446.02,100,328.64,4698.17
100653,2025-05-01,6903.58,1518.79,220,345.18,4819.61
100654,2025-05-01,6909.83,1520.16,100,345.49,4944.18
100655,2025-05-01,5909.58,1300.11,400,295.48,3913.99
100656,2025-05-01,6749.75,1484.94,220,337.49,4707.32
100658,2025-05-01,20255.42,4456.19,220,1012.77,14566.46
100659,2025-05-01,5462.17,1201.68,100,273.11,3887.38
100660,2025-05-01,8073.08,1776.08,100,403.65,5793.35
100661,2025-05-01,5278.58,1161.29,100,263.93,3753.36
100662,2025-05-01,5662.17,1245.68,100,283.11,4033.38
100663,2025-05-01,5972.33,1313.91,100,298.62,4259.8
100664,2025-05-01,13647.25,3002.4,220,682.36,9742.49
100665,2025-05-01,10021.0,2204.62,220,501.05,7095.33
100666,2025-05-01,18459.92,4061.18,100,923.0,13375.74
100667,2025-05-01,6191.83,1362.2,400,309.59,4120.04
100668,2025-05-01,6830.42,1502.69,100,341.52,4886.21
100669,2025-05-01,28616.42,6295.61,100,1430.82,20789.99
100670,2025-05-01,10721.25,2358.68,400,536.06,7426.51
100671,2025-05-01,7237.33,1592.21,220,361.87,5063.25
100672,2025-05-01,5587.83,1229.32,220,279.39,3859.12
100673,2025-05-01,10861.5,2389.53,100,543.08,7828.89
100674,2025-05-01,9412.92,2070.84,220,470.65,6651.43
100675,2025-05-01,12841.92,2825.22,100,642.1,9274.6
100676,2025-05-01,6429.75,1414.54,100,321.49,4593.72
100677,2025-05-01,11067.67,2434.89,100,553.38,7979.4
100678,2025-05-01,5059.25,1113.04,100,252.96,3593.25
100679,2025-05-01,10046.08,2210.14,100,502.3,7233.64
100680,2025-05-01,11313.75,2489.02,220,565.69,8039.04
100681,2025-05-01,9686.75,2131.08,220,484.34,6851.33
100682,2025-05-01,3700.92,814.2,220,185.05,2481.67
100683,2025-05-01,7107.42,1563.63,100,355.37,5088.42
100684,2025-05-01,17633.75,3879.42,100,881.69,12772.64
100685,2025-05-01,13335.75,2933.86,220,666.79,9515.1
100686,2025-05-01,9124.25,2007.34,400,456.21,6260.7
100687,2025-05-01,5105.58,1123.23,100,255.28,3627.07
100688,2025-05-01,9887.0,2175.14,100,494.35,7117.51
100689,2025-05-01,6372.67,1401.99,400,318.63,4252.05
100690,2025-05-01,12770.5,2809.51,100,638.53,9222.46
100691,2025-05-01,8893.67,1956.61,100,444.68,6392.38
100693,2025-05-01,7927.83,1744.12,400,396.39,5387.32
100694,2025-05-01,9824.92,2161.48,220,491.25,6952.19
100695,2025-05-01,7719.33,1698.25,220,385.97,5415.11
100696,2025-05-01,11767.92,2588.94,220,588.4,8370.58
100697,2025-05-01,7481.67,1645.97,100,374.08,5361.62
100698,2025-05-01,17003.42,3740.75,100,850.17,12312.5
100699,2025-05-01,6472.58,1423.97,400,323.63,4324.98
100700,2025-05-01,6858.0,1508.76,400,342.9,4606.34
100701,2025-05-01,5128.75,1128.32,100,256.44,3643.99
100702,2025-05-01,11160.75,2455.37,100,558.04,8047.34
100703,2025-05-01,8301.17,1826.26,220,415.06,5839.85
100704,2025-05-01,8548.83,1880.74,100,427.44,6140.65
100705,2025-05-01,7539.83,1658.76,400,376.99,5104.08
100706,2025-05-01,13665.17,3006.34,220,683.26,9755.57
100707,2025-05-01,4253.42,935.75,220,212.67,2885.0
100708,2025-05-01,10237.75,2252.3,220,511.89,7253.56
100711,2025-05-01,5284.42,1162.57,220,264.22,3637.63
100712,2025-05-01,5832.5,1283.15,220,291.62,4037.73
100713,2025-05-01,8020.17,1764.44,220,401.01,5634.72
100714,2025-05-01,6881.33,1513.89,220,344.07,4803.37
100715,2025-05-01,16336.08,3593.94,220,816.8,11705.34
100716,2025-05-01,5715.5,1257.41,220,285.78,3952.31
100717,2025-05-01,10722.58,2358.97,100,536.13,7727.48
100718,2025-05-01,3589.25,789.64,220,179.46,2400.15
100719,2025-05-01,5762.5,1267.75,220,288.12,3986.63
100720,2025-05-01,12895.25,2836.96,220,644.76,9193.53
100721,2025-05-01,9718.5,2138.07,220,485.92,6874.51
100722,2025-05-01,7115.75,1565.46,400,355.79,4794.5
100723,2025-05-01,18231.0,4010.82,220,911.55,13088.63
100724,2025-05-01,7477.67,1645.09,400,373.88,5058.7
100725,2025-05-01,9349.42,2056.87,220,467.47,6605.08
100726,2025-05-01,4778.83,1051.34,220,238.94,3268.55
100727,2025-05-01,3900.67,858.15,220,195.03,2627.49
100728,2025-05-01,4869.42,1071.27,400,243.47,3154.68
100729,2025-05-01,8068.67,1775.11,400,403.43,5490.13
100730,2025-05-01,14393.0,3166.46,100,719.65,10406.89
100731,2025-05-01,7066.92,1554.72,100,353.35,5058.85
100732,2025-05-01,6575.08,1446.52,220,328.75,4579.81
100733,2025-05-01,15349.33,3376.85,100,767.47,11105.01
100734,2025-05-01,19295.33,4244.97,100,964.77,13985.59
100735,2025-05-01,10597.42,2331.43,100,529.87,7636.12
100736,2025-05-01,7990.33,1757.87,100,399.52,5732.94
100737,2025-05-01,28877.42,6353.03,220,1443.87,20860.52
100738,2025-05-01,8669.25,1907.24,400,433.46,5928.55
100739,2025-05-01,11473.58,2524.19,220,573.68,8155.71
100740,2025-05-01,18796.0,4135.12,220,939.8,13501.08
100741,2025-05-01,8747.33,1924.41,220,437.37,6165.55
100742,2025-05-01,10662.75,2345.8,100,533.14,7683.81
100743,2025-05-01,10857.5,2388.65,220,542.88,7705.97
100744,2025-05-01,11943.08,2627.48,220,597.15,8498.45
100745,2025-05-01,8563.0,1883.86,100,428.15,6150.99
100746,2025-05-01,16333.5,3593.37,220,816.68,11703.45
100748,2025-05-01,9120.83,2006.58,400,456.04,6258.21
100749,2025-05-01,9089.17,1999.62,220,454.46,6415.09
100750,2025-05-01,12949.08,2848.8,400,647.45,9052.83
100751,2025-05-01,14411.92,3170.62,220,720.6,10300.7
100752,2025-05-01,7541.33,1659.09,220,377.07,5285.17
100753,2025-05-01,11386.33,2504.99,220,569.32,8092.02
100754,2025-05-01,6691.08,1472.04,220,334.55,4664.49
100755,2025-05-01,7360.33,1619.27,220,368.02,5153.04
100756,2025-05-01,3943.33,867.53,100,197.17,2778.63
100757,2025-05-01,5041.08,1109.04,220,252.05,3459.99
100759,2025-05-01,17015.92,3743.5,100,850.8,12321.62
100760,2025-05-01,8307.67,1827.69,220,415.38,5844.6
100761,2025-05-01,5731.83,1261.0,220,286.59,3964.24
100762,2025-05-01,7651.0,1683.22,220,382.55,5365.23
100763,2025-05-01,10894.83,2396.86,220,544.74,7733.23
100764,2025-05-01,5163.58,1135.99,220,258.18,3549.41
100765,2025-05-01,10450.58,2299.13,220,522.53,7408.92
100766,2025-05-01,4566.58,1004.65,220,228.33,3113.6
100767,2025-05-01,9073.25,1996.12,220,453.66,6403.47
100770,2025-05-01,10620.75,2336.56,220,531.04,7533.15
100771,2025-05-01,7740.42,1702.89,100,387.02,5550.51
100773,2025-05-01,9824.92,2161.48,220,491.25,6952.19
100774,2025-05-01,13224.67,2909.43,400,661.23,9254.01
100775,2025-05-01,8976.75,1974.88,100,448.84,6453.03
100776,2025-05-01,14167.5,3116.85,100,708.38,10242.27
100777,2025-05-01,15814.75,3479.24,400,790.74,11144.77
100778,2025-05-01,6709.92,1476.18,400,335.5,4498.24
100779,2025-05-01,6644.5,1461.79,100,332.22,4750.49
100780,2025-05-01,6580.0,1447.6,100,329.0,4703.4
100781,2025-05-01,7564.0,1664.08,220,378.2,5301.72
100782,2025-05-01,5515.25,1213.36,100,275.76,3926.13
100783,2025-05-01,12431.25,2734.88,100,621.56,8974.81
100784,2025-05-01,13279.08,2921.4,220,663.95,9473.73
100785,2025-05-01,9166.83,2016.7,400,458.34,6291.79
100787,2025-05-01,14134.67,3109.63,220,706.73,10098.31
100788,2025-05-01,5370.67,1181.55,100,268.53,3820.59
100790,2025-05-01,12598.25,2771.62,100,629.91,9096.72
100792,2025-05-01,9544.5,2099.79,220,477.22,6747.49
100793,2025-05-01,5498.42,1209.65,400,274.92,3613.85
100794,2025-05-01,6881.33,1513.89,100,344.07,4923.37
100795,2025-05-01,11137.67,2450.29,220,556.88,7910.5
100796,2025-05-01,20987.75,4617.3,220,1049.39,15101.06
100797,2025-05-01,8735.92,1921.9,100,436.8,6277.22
100798,2025-05-01,5085.75,1118.86,400,254.29,3312.6
100799,2025-05-01,8889.92,1955.78,220,444.5,6269.64
100800,2025-05-01,11780.17,2591.64,400,589.01,8199.52
100801,2025-05-01,10677.17,2348.98,220,533.86,7574.33
100802,2025-05-01,17031.33,3746.89,220,851.57,12212.87
100803,2025-05-01,5030.08,1106.62,400,251.5,3271.96
100804,2025-05-01,10401.5,2288.33,220,520.08,7373.09
100805,2025-05-01,11587.17,2549.18,100,579.36,8358.63
100806,2025-05-01,9466.83,2082.7,400,473.34,6510.79
100807,2025-05-01,19759.83,4347.16,100,987.99,14324.68
100808,2025-05-01,6321.58,1390.75,400,316.08,4214.75
100809,2025-05-01,4952.0,1089.44,220,247.6,3394.96
100810,2025-05-01,4651.25,1023.28,100,232.56,3295.41
100811,2025-05-01,5042.92,1109.44,100,252.15,3581.33
100812,2025-05-01,5706.17,1255.36,220,285.31,3945.5
100813,2025-05-01,14977.42,3295.03,400,748.87,10533.52
100814,2025-05-01,13966.0,3072.52,100,698.3,10095.18
100816,2025-05-01,6160.0,1355.2,100,308.0,4396.8
100817,2025-05-01,5951.75,1309.38,100,297.59,4244.78
100818,2025-05-01,9640.17,2120.84,100,482.01,6937.32
100819,2025-05-01,6680.75,1469.76,220,334.04,4656.95
100820,2025-05-01,5825.17,1281.54,400,291.26,3852.37
100821,2025-05-01,15120.75,3326.56,220,756.04,10818.15
100822,2025-05-01,19753.5,4345.77,400,987.68,14020.05
100823,2025-05-01,15616.33,3435.59,100,780.82,11299.92
100824,2025-05-01,11959.5,2631.09,220,597.98,8510.43
100825,2025-05-01,7927.75,1744.1,220,396.39,5567.26
100826,2025-05-01,4267.58,938.87,400,213.38,2715.33
100827,2025-05-01,17910.5,3940.31,400,895.53,12674.66
100828,2025-05-01,12841.67,2825.17,220,642.08,9154.42
100829,2025-05-01,12721.17,2798.66,220,636.06,9066.45
100830,2025-05-01,5933.92,1305.46,100,296.7,4231.76
100831,2025-05-01,8384.92,1844.68,100,419.25,6020.99
100832,2025-05-01,8237.0,1812.14,220,411.85,5793.01
100833,2025-05-01,10458.58,2300.89,220,522.93,7414.76
100834,2025-05-01,23143.92,5091.66,220,1157.2,16675.06
100835,2025-05-01,11365.08,2500.32,220,568.25,8076.51
100836,2025-05-01,8958.92,1970.96,220,447.95,6320.01
100837,2025-05-01,6999.0,1539.78,100,349.95,5009.27
100838,2025-05-01,9051.83,1991.4,220,452.59,6387.84
100839,2025-05-01,9129.42,2008.47,100,456.47,6564.48
100840,2025-05-01,8907.58,1959.67,100,445.38,6402.53
100841,2025-05-01,4770.83,1049.58,100,238.54,3382.71
100842,2025-05-01,5083.33,1118.33,220,254.17,3490.83
100843,2025-05-01,8734.5,1921.59,400,436.72,5976.19
100844,2025-05-01,9814.42,2159.17,100,490.72,7064.53
100845,2025-05-01,9737.75,2142.3,100,486.89,7008.56
100846,2025-05-01,17676.25,3888.78,220,883.81,12683.66
100847,2025-05-01,6279.25,1381.44,220,313.96,4363.85
100848,2025-05-01,20781.5,4571.93,220,1039.08,14950.49
100849,2025-05-01,25106.92,5523.52,400,1255.35,17928.05
100850,2025-05-01,7730.92,1700.8,220,386.55,5423.57
100851,2025-05-01,8574.25,1886.34,400,428.71,5859.2
100854,2025-05-01,7809.67,1718.13,220,390.48,5481.06
100855,2025-05-01,6721.75,1478.78,220,336.09,4686.88
100856,2025-05-01,21974.67,4834.43,220,1098.73,15821.51
100857,2025-05-01,9926.0,2183.72,220,496.3,7025.98
100858,2025-05-01,8628.42,1898.25,220,431.42,6078.75
100859,2025-05-01,6953.58,1529.79,220,347.68,4856.11
100860,2025-05-01,10628.83,2338.34,100,531.44,7659.05
100861,2025-05-01,11066.92,2434.72,100,553.35,7978.85
100862,2025-05-01,14668.58,3227.09,220,733.43,10488.06
100863,2025-05-01,5338.83,1174.54,220,266.94,3677.35
100864,2025-05-01,5181.58,1139.95,220,259.08,3562.55
100865,2025-05-01,8011.75,1762.58,220,400.59,5628.58
100866,2025-05-01,18225.75,4009.66,220,911.29,13084.8
100867,2025-05-01,6420.83,1412.58,220,321.04,4467.21
100868,2025-05-01,9945.5,2188.01,100,497.28,7160.21
100870,2025-05-01,10815.5,2379.41,400,540.78,7495.31
100871,2025-05-01,6888.33,1515.43,100,344.42,4928.48
100872,2025-05-01,11070.58,2435.53,220,553.53,7861.52
100873,2025-05-01,8938.58,1966.49,220,446.93,6305.16
100874,2025-05-01,9188.5,2021.47,220,459.42,6487.61
100875,2025-05-01,21603.5,4752.77,100,1080.18,15670.55
100876,2025-05-01,8292.17,1824.28,100,414.61,5953.28
100877,2025-05-01,4162.17,915.68,100,208.11,2938.38
100878,2025-05-01,8733.0,1921.26,220,436.65,6155.09
100879,2025-05-01,5834.67,1283.63,400,291.73,3859.31
100880,2025-05-01,5562.08,1223.66,220,278.1,3840.32
100881,2025-05-01,22260.92,4897.4,100,1113.05,16150.47
100882,2025-05-01,3750.08,825.02,100,187.5,2637.56
100883,2025-05-01,6962.92,1531.84,100,348.15,4982.93
100884,2025-05-01,8729.17,1920.42,220,436.46,6152.29
100885,2025-05-01,11146.67,2452.27,400,557.33,7737.07
100886,2025-05-01,11311.17,2488.46,100,565.56,8157.15
100887,2025-05-01,6701.25,1474.28,220,335.06,4671.91
100888,2025-05-01,6354.92,1398.08,100,317.75,4539.09
100890,2025-05-01,3719.42,818.27,220,185.97,2495.18
100891,2025-05-01,5098.42,1121.65,220,254.92,3501.85
100892,2025-05-01,6961.17,1531.46,220,348.06,4861.65
100894,2025-05-01,7097.17,1561.38,220,354.86,4960.93
100895,2025-05-01,10731.42,2360.91,220,536.57,7613.94
100896,2025-05-01,15648.92,3442.76,220,782.45,11203.71
100897,2025-05-01,11290.58,2483.93,220,564.53,8022.12
100898,2025-05-01,16916.08,3721.54,220,845.8,12128.74
100899,2025-05-01,8683.08,1910.28,100,434.15,6238.65
100900,2025-05-01,14499.0,3189.78,100,724.95,10484.27
100901,2025-05-01,6778.33,1491.23,100,338.92,4848.18
100902,2025-05-01,11987.92,2637.34,100,599.4,8651.18
100903,2025-05-01,12874.67,2832.43,220,643.73,9178.51
100904,2025-05-01,7067.0,1554.74,100,353.35,5058.91
100905,2025-05-01,8411.0,1850.42,100,420.55,6040.03
100906,2025-05-01,9419.75,2072.34,100,470.99,6776.42
100907,2025-05-01,13265.25,2918.36,220,663.26,9463.63
100908,2025-05-01,13520.58,2974.53,400,676.03,9470.02
100909,2025-05-01,9414.75,2071.24,220,470.74,6652.77
100910,2025-05-01,25594.67,5630.83,100,1279.73,18584.11
100911,2025-05-01,19951.33,4389.29,400,997.57,14164.47
100912,2025-05-01,7137.58,1570.27,220,356.88,4990.43
100913,2025-05-01,14766.17,3248.56,100,738.31,10679.3
100914,2025-05-01,8300.08,1826.02,400,415.0,5659.06
100915,2025-05-01,15221.17,3348.66,220,761.06,10891.45
100916,2025-05-01,5098.67,1121.71,100,254.93,3622.03
100917,2025-05-01,7762.75,1707.8,100,388.14,5566.81
100918,2025-05-01,16745.33,3683.97,100,837.27,12124.09
100919,2025-05-01,5196.83,1143.3,220,259.84,3573.69
100920,2025-05-01,16893.17,3716.5,100,844.66,12232.01
100921,2025-05-01,9997.25,2199.4,100,499.86,7197.99
100922,2025-05-01,13888.0,3055.36,100,694.4,10038.24
100924,2025-05-01,10791.5,2374.13,100,539.58,7777.79
100925,2025-05-01,4356.67,958.47,400,217.83,2780.37
100926,2025-05-01,6658.83,1464.94,220,332.94,4640.95
100928,2025-05-01,10847.17,2386.38,220,542.36,7698.43
100929,2025-05-01,6007.67,1321.69,400,300.38,3985.6
100931,2025-05-01,8027.83,1766.12,100,401.39,5760.32
100932,2025-05-01,6403.83,1408.84,100,320.19,4574.8
100933,2025-05-01,15466.08,3402.54,220,773.3,11070.24
100935,2025-05-01,8871.92,1951.82,220,443.6,6256.5
100936,2025-05-01,8303.75,1826.82,100,415.19,5961.74
100937,2025-05-01,15530.5,3416.71,220,776.53,11117.26
100938,2025-05-01,11627.92,2558.14,220,581.4,8268.38
100939,2025-05-01,6987.5,1537.25,400,349.38,4700.87
100940,2025-05-01,4348.33,956.63,220,217.42,2954.28
100941,2025-05-01,7600.17,1672.04,100,380.01,5448.12
100942,2025-05-01,9049.5,1990.89,220,452.48,6386.13
100943,2025-05-01,4076.67,896.87,220,203.83,2755.97
100944,2025-05-01,16798.42,3695.65,220,839.92,12042.85
100945,2025-05-01,6689.83,1471.76,100,334.49,4783.58
100946,2025-05-01,7126.92,1567.92,100,356.35,5102.65
100947,2025-05-01,8486.92,1867.12,400,424.35,5795.45
100948,2025-05-01,14359.67,3159.13,100,717.98,10382.56
100949,2025-05-01,6869.5,1511.29,220,343.48,4794.73
100950,2025-05-01,11342.0,2495.24,220,567.1,8059.66
100951,2025-05-01,13250.0,2915.0,220,662.5,9452.5
100952,2025-05-01,7852.83,1727.62,100,392.64,5632.57
100953,2025-05-01,9116.0,2005.52,400,455.8,6254.68
100954,2025-05-01,5438.25,1196.42,100,271.91,3869.92
100956,2025-05-01,13299.0,2925.78,100,664.95,9608.27
100957,2025-05-01,10134.0,2229.48,220,506.7,7177.82
100958,2025-05-01,16329.67,3592.53,220,816.48,11700.66
100960,2025-05-01,7139.33,1570.65,220,356.97,4991.71
100961,2025-05-01,6519.17,1434.22,220,325.96,4538.99
100962,2025-05-01,14009.17,3082.02,100,700.46,10126.69
100963,2025-05-01,12837.08,2824.16,400,641.85,8971.07
100964,2025-05-01,11015.67,2423.45,400,550.78,7641.44
100965,2025-05-01,6663.5,1465.97,100,333.18,4764.35
100966,2025-05-01,5765.83,1268.48,400,288.29,3809.06
100967,2025-05-01,13407.25,2949.6,220,670.36,9567.29
100968,2025-05-01,4563.83,1004.04,400,228.19,2931.6
100969,2025-05-01,6298.17,1385.6,220,314.91,4377.66
100970,2025-05-01,4118.0,905.96,220,205.9,2786.14
100971,2025-05-01,7013.42,1542.95,220,350.67,4899.8
100972,2025-05-01,4265.08,938.32,400,213.25,2713.51
100973,2025-05-01,8638.08,1900.38,220,431.9,6085.8
100974,2025-05-01,7069.0,1555.18,220,353.45,4940.37
100975,2025-05-01,20097.17,4421.38,100,1004.86,14570.93
100976,2025-05-01,6735.25,1481.76,100,336.76,4816.73
100977,2025-05-01,5529.92,1216.58,220,276.5,3816.84
100978,2025-05-01,18221.5,4008.73,400,911.08,12901.69
100979,2025-05-01,12539.08,2758.6,220,626.95,8933.53
100980,2025-05-01,18413.42,4050.95,220,920.67,13221.8
100981,2025-05-01,10210.17,2246.24,100,510.51,7353.42
100982,2025-05-01,10089.33,2219.65,100,504.47,7265.21
100983,2025-05-01,6881.58,1513.95,100,344.08,4923.55
100984,2025-05-01,8847.83,1946.52,220,442.39,6238.92
100985,2025-05-01,9924.25,2183.34,100,496.21,7144.7
100986,2025-05-01,7457.0,1640.54,100,372.85,5343.61
100987,2025-05-01,6619.08,1456.2,220,330.95,4611.93
100988,2025-05-01,4780.83,1051.78,220,239.04,3270.01
100989,2025-05-01,14109.08,3104.0,400,705.45,9899.63
100990,2025-05-01,7345.67,1616.05,220,367.28,5142.34
100991,2025-05-01,6780.0,1491.6,100,339.0,4849.4
100992,2025-05-01,5868.17,1291.0,100,293.41,4183.76
100993,2025-05-01,17372.83,3822.02,100,868.64,12582.17
100994,2025-05-01,10080.17,2217.64,220,504.01,7138.52
100995,2025-05-01,4545.5,1000.01,100,227.28,3218.21
100996,2025-05-01,12736.67,2802.07,220,636.83,9077.77
100997,2025-05-01,12621.75,2776.78,220,631.09,8993.88
100998,2025-05-01,15258.92,3356.96,220,762.95,10919.01
100999,2025-05-01,18214.58,4007.21,220,910.73,13076.64
100000,2025-06-01,8634.5,1899.59,100,431.72,6203.19
100001,2025-06-01,16137.42,3550.23,220,806.87,11560.32
100002,2025-06-01,5086.08,1118.94,100,254.3,3612.84
100003,2025-06-01,9789.25,2153.64,400,489.46,6746.15
100004,2025-06-01,15951.08,3509.24,100,797.55,11544.29
100005,2025-06-01,4656.08,1024.34,400,232.8,2998.94
100006,2025-06-01,7790.17,1713.84,100,389.51,5586.82
100007,2025-06-01,16709.25,3676.04,100,835.46,12097.75
100008,2025-06-01,9412.33,2070.71,220,470.62,6651.0
100009,2025-06-01,7084.5,1558.59,220,354.22,4951.69
100010,2025-06-01,8471.0,1863.62,220,423.55,5963.83
100012,2025-06-01,10079.67,2217.53,100,503.98,7258.16
100013,2025-06-01,12852.83,2827.62,220,642.64,9162.57
100014,2025-06-01,8400.17,1848.04,220,420.01,5912.12
100015,2025-06-01,6183.08,1360.28,400,309.15,4113.65
100016,2025-06-01,17014.17,3743.12,100,850.71,12320.34
100017,2025-06-01,14063.83,3094.04,220,703.19,10046.6
100018,2025-06-01,7063.17,1553.9,220,353.16,4936.11
100019,2025-06-01,12339.0,2714.58,400,616.95,8607.47
100020,2025-06-01,4972.67,1093.99,220,248.63,3410.05
100021,2025-06-01,6836.5,1504.03,220,341.83,4770.64
100022,2025-06-01,24155.0,5314.1,220,1207.75,17413.15
100023,2025-06-01,9539.17,2098.62,400,476.96,6563.59
100025,2025-06-01,11324.33,2491.35,100,566.22,8166.76
100026,2025-06-01,5174.42,1138.37,220,258.72,3557.33
100027,2025-06-01,8733.83,1921.44,220,436.69,6155.7
100028,2025-06-01,7272.67,1599.99,100,363.63,5209.05
100029,2025-06-01,7712.17,1696.68,220,385.61,5409.88
100030,2025-06-01,9045.25,1989.96,220,452.26,6383.03
100031,2025-06-01,8449.25,1858.84,100,422.46,6067.95
100032,2025-06-01,9260.5,2037.31,220,463.02,6540.17
100033,2025-06-01,9439.17,2076.62,220,471.96,6670.59
100034,2025-06-01,11798.58,2595.69,220,589.93,8392.96
100035,2025-06-01,6763.67,1488.01,100,338.18,4837.48
100036,2025-06-01,10319.5,2270.29,100,515.98,7433.23
100037,2025-06-01,11288.42,2483.45,400,564.42,7840.55
100038,2025-06-01,5835.42,1283.79,220,291.77,4039.86
100039,2025-06-01,4906.17,1079.36,220,245.31,3361.5
100040,2025-06-01,6856.75,1508.48,400,342.84,4605.43
100041,2025-06-01,8696.92,1913.32,220,434.85,6128.75
100042,2025-06-01,4742.33,1043.31,220,237.12,3241.9
100043,2025-06-01,8193.58,1802.59,100,409.68,5881.31
100044,2025-06-01,7168.42,1577.05,220,358.42,5012.95
100045,2025-06-01,9235.0,2031.7,100,461.75,6641.55
100046,2025-06-01,6222.92,1369.04,220,311.15,4322.73
100047,2025-06-01,14108.0,3103.76,100,705.4,10198.84
100048,2025-06-01,8936.17,1965.96,100,446.81,6423.4
100050,2025-06-01,10362.83,2279.82,220,518.14,7344.87
100051,2025-06-01,16638.08,3660.38,100,831.9,12045.8
100052,2025-06-01,8484.25,1866.54,100,424.21,6093.5
100053,2025-06-01,4110.08,904.22,220,205.5,2780.36
100054,2025-06-01,5169.08,1137.2,100,258.45,3673.43
100056,2025-06-01,10615.25,2335.36,100,530.76,7649.13
100057,2025-06-01,16211.0,3566.42,220,810.55,11614.03
100058,2025-06-01,10037.83,2208.32,220,501.89,7107.62
100059,2025-06-01,12835.92,2823.9,220,641.8,9150.22
100060,2025-06-01,5300.5,1166.11,400,265.03,3469.36
100061,2025-06-01,6342.0,1395.24,100,317.1,4529.66
100062,2025-06-01,10381.17,2283.86,100,519.06,7478.25
100063,2025-06-01,7765.17,1708.34,100,388.26,5568.57
100064,2025-06-01,6746.33,1484.19,100,337.32,4824.82
100065,2025-06-01,11200.25,2464.05,400,560.01,7776.19
100066,2025-06-01,7925.33,1743.57,220,396.27,5565.49
100067,2025-06-01,25528.33,5616.23,100,1276.42,18535.68
100068,2025-06-01,8752.25,1925.5,400,437.61,5989.14
100069,2025-06-01,20855.5,4588.21,220,1042.78,15004.51
100070,2025-06-01,7744.75,1703.84,220,387.24,5433.67
100071,2025-06-01,7463.92,1642.06,220,373.2,5228.66
100072,2025-06-01,6259.83,1377.16,220,312.99,4349.68
100073,2025-06-01,4660.5,1025.31,220,233.02,3182.17
100074,2025-06-01,20294.83,4464.86,100,1014.74,14715.23
100075,2025-06-01,12813.25,2818.92,100,640.66,9253.67
100076,2025-06-01,14578.17,3207.2,100,728.91,10542.06
100077,2025-06-01,8660.75,1905.36,220,433.04,6102.35
100078,2025-06-01,11055.5,2432.21,100,552.78,7970.51
100079,2025-06-01,13539.58,2978.71,220,676.98,9663.89
100080,2025-06-01,11411.58,2510.55,400,570.58,7930.45
100081,2025-06-01,11800.75,2596.16,220,590.04,8394.55
100082,2025-06-01,10287.17,2263.18,220,514.36,7289.63
100083,2025-06-01,10802.0,2376.44,220,540.1,7665.46
100084,2025-06-01,8781.92,1932.02,400,439.1,6010.8
100085,2025-06-01,12541.58,2759.15,220,627.08,8935.35
100086,2025-06-01,5842.5,1285.35,220,292.12,4045.03
100087,2025-06-01,5478.5,1205.27,100,273.92,3899.31
100088,2025-06-01,6688.58,1471.49,400,334.43,4482.66
100089,2025-06-01,11069.25,2435.24,220,553.46,7860.55
100090,2025-06-01,9376.0,2062.72,220,468.8,6624.48
100092,2025-06-01,8986.67,1977.07,220,449.33,6340.27
100093,2025-06-01,11522.08,2534.86,220,576.1,8191.12
100094,2025-06-01,9785.08,2152.72,220,489.25,6923.11
100095,2025-06-01,6487.33,1427.21,220,324.37,4515.75
100096,2025-06-01,22812.67,5018.79,220,1140.63,16433.25
100097,2025-06-01,5491.75,1208.18,100,274.59,3908.98
100098,2025-06-01,5096.75,1121.29,220,254.84,3500.62
100099,2025-06-01,14011.08,3082.44,220,700.55,10008.09
100100,2025-06-01,7144.17,1571.72,220,357.21,4995.24
100101,2025-06-01,6362.17,1399.68,100,318.11,4544.38
100102,2025-06-01,16178.33,3559.23,220,808.92,11590.18
100103,2025-06-01,7223.0,1589.06,220,361.15,5052.79
100104,2025-06-01,7169.67,1577.33,220,358.48,5013.86
100105,2025-06-01,7418.17,1632.0,220,370.91,5195.26
100106,2025-06-01,9888.83,2175.54,220,494.44,6998.85
100107,2025-06-01,6370.25,1401.46,400,318.51,4250.28
100108,2025-06-01,13558.33,2982.83,220,677.92,9677.58
100109,2025-06-01,12654.5,2783.99,400,632.72,8837.79
100110,2025-06-01,11339.83,2494.76,220,566.99,8058.08
100111,2025-06-01,6026.75,1325.88,220,301.34,4179.53
100112,2025-06-01,10207.42,2245.63,100,510.37,7351.42
100113,2025-06-01,4998.42,1099.65,220,249.92,3428.85
100114,2025-06-01,6137.92,1350.34,220,306.9,4260.68
100115,2025-06-01,7651.92,1683.42,100,382.6,5485.9
100116,2025-06-01,5195.42,1142.99,400,259.77,3392.66
100117,2025-06-01,11891.5,2616.13,400,594.58,8280.79
100118,2025-06-01,13555.58,2982.23,400,677.78,9495.57
100119,2025-06-01,10420.58,2292.53,400,521.03,7207.02
100120,2025-06-01,3567.75,784.9,400,178.39,2204.46
100121,2025-06-01,10012.58,2202.77,220,500.63,7089.18
100122,2025-06-01,7602.17,1672.48,400,380.11,5149.58
100123,2025-06-01,10340.17,2274.84,220,517.01,7328.32
100124,2025-06-01,13228.42,2910.25,100,661.42,9556.75
100125,2025-06-01,12154.0,2673.88,220,607.7,8652.42
100126,2025-06-01,5676.25,1248.78,220,283.81,3923.66
100127,2025-06-01,25075.33,5516.57,220,1253.77,18084.99
100128,2025-06-01,11193.67,2462.61,220,559.68,7951.38
