employee_id,course_name,completion_date,skill_category,is_required
100238,Business Strategy,2024-05-31,Management,Yes
100238,Cross-functional Collaboration,2024-11-29,Communication,Yes
100238,Advanced Communication,2025-05-26,Communication,Yes
100238,SQL Essentials,2026-05-04,Technical,No
100238,Communication Skills 101,2026-05-16,Communication,Yes
100239,Advanced Communication,2025-04-16,Communication,Yes
100239,Python for Data Analysis,2025-04-24,Technical,No
100239,Project Management Fundamentals,2025-05-16,Technical,Yes
100239,Communication Skills 101,2025-08-19,Communication,Yes
100239,Compliance Basics,2025-10-24,Compliance,Yes
100239,Budget Planning,2025-11-29,Management,No
100239,Data-Driven Decision Making,2026-01-15,Technical,Yes
100239,Foundations of Excellence,2026-06-07,Technical,Yes
100240,Communication Skills 101,2025-01-20,Communication,Yes
100240,Advanced Communication,2025-07-08,Communication,Yes
100240,Foundations of Excellence,2025-07-25,Technical,Yes
100240,Project Management Fundamentals,2025-09-02,Technical,Yes
100240,Data-Driven Decision Making,2025-09-25,Technical,Yes
100240,Cross-functional Collaboration,2025-11-02,Communication,Yes
100240,Compliance Basics,2025-12-08,Compliance,Yes
100240,Power BI Fundamentals,2026-03-13,Technical,No
100240,SQL Essentials,2026-06-14,Technical,No
100241,Project Management Fundamentals,2025-02-04,Technical,Yes
100241,Leadership Essentials,2025-03-30,Leadership,Yes
100241,Talent Acquisition,2025-05-11,Management,No
100241,Communication Skills 101,2025-06-30,Communication,Yes
100241,Strategic Thinking,2025-09-12,Leadership,Yes
100241,Foundations of Excellence,2025-11-04,Technical,Yes
100241,Advanced Communication,2026-03-15,Communication,Yes
100241,Data-Driven Decision Making,2026-04-29,Technical,Yes
100242,Data-Driven Decision Making,2023-02-04,Technical,Yes
100242,Foundations of Excellence,2023-03-23,Technical,Yes
100242,Project Management Fundamentals,2023-07-25,Technical,Yes
100242,Excel Advanced,2023-12-28,Technical,No
100242,Power BI Fundamentals,2024-05-01,Technical,No
100242,Compliance Basics,2025-04-09,Compliance,Yes
100242,Advanced Communication,2025-08-04,Communication,Yes
100242,Coaching Skills,2025-08-24,Leadership,No
100242,Workplace Safety,2025-11-09,Compliance,No
100242,Cloud Computing Basics,2026-02-21,Technical,No
100243,Organizational Leadership,2022-03-25,Management,Yes
100243,Business Strategy,2023-07-21,Management,Yes
100243,Compliance Basics,2023-08-23,Compliance,Yes
100243,Leadership Essentials,2023-10-05,Leadership,Yes
100243,SQL Essentials,2023-12-13,Technical,No
100243,Business Writing,2023-12-27,Communication,No
100243,People Management Basics,2024-02-06,Management,Yes
100243,Foundations of Excellence,2024-02-26,Technical,Yes
100243,Executive Presence,2024-04-06,Leadership,Yes
100243,Advanced Communication,2024-12-06,Communication,Yes
100243,Coaching Skills,2025-01-14,Leadership,No
100243,Project Management Fundamentals,2025-01-20,Technical,Yes
100243,Change Management,2025-01-28,Leadership,No
100243,Cross-functional Collaboration,2025-04-17,Communication,Yes
100243,Budget Planning,2025-04-26,Management,No
100243,Executive Leadership Program,2025-10-01,Leadership,Yes
100243,Strategic Thinking,2026-01-30,Leadership,Yes
100243,Communication Skills 101,2026-02-24,Communication,Yes
100244,Advanced Communication,2024-09-19,Communication,Yes
100244,Compliance Basics,2024-10-10,Compliance,Yes
100244,Project Management Fundamentals,2024-12-11,Technical,Yes
100244,Conflict Resolution,2025-02-03,Leadership,No
100244,Foundations of Excellence,2025-02-07,Technical,Yes
100244,Data-Driven Decision Making,2025-02-09,Technical,Yes
100245,Python for Data Analysis,2018-09-02,Technical,No
100245,Performance Management,2021-08-29,Management,No
100245,Project Management Fundamentals,2021-10-07,Technical,Yes
100245,Foundations of Excellence,2021-10-24,Technical,Yes
100245,Compliance Basics,2021-12-12,Compliance,Yes
100245,Data-Driven Decision Making,2021-12-23,Technical,Yes
100245,Coaching Skills,2022-03-10,Leadership,No
100245,Communication Skills 101,2025-09-26,Communication,Yes
100245,Advanced Communication,2026-01-04,Communication,Yes
100246,SQL Essentials,2019-07-21,Technical,No
100246,Presentation Skills,2020-03-16,Communication,No
100246,Foundations of Excellence,2022-01-05,Technical,Yes
100246,Compliance Basics,2023-01-25,Compliance,Yes
100246,Project Management Fundamentals,2024-04-04,Technical,Yes
100246,Communication Skills 101,2025-08-11,Communication,Yes
100247,Compliance Basics,2018-02-20,Compliance,Yes
100247,Advanced Communication,2018-08-05,Communication,Yes
100247,People Management Basics,2018-08-07,Management,Yes
100247,Excel Advanced,2019-05-25,Technical,No
100247,Project Management Fundamentals,2020-06-28,Technical,Yes
100247,Conflict Resolution,2020-09-10,Leadership,No
100247,Strategic Thinking,2021-09-03,Leadership,Yes
100247,Communication Skills 101,2021-09-23,Communication,Yes
100247,Workplace Safety,2022-10-20,Compliance,No
100247,Cross-functional Collaboration,2022-11-15,Communication,Yes
100247,Data-Driven Decision Making,2023-08-14,Technical,Yes
100247,Presentation Skills,2025-05-27,Communication,No
100247,Foundations of Excellence,2025-06-15,Technical,Yes
100248,Cross-functional Collaboration,2023-12-21,Communication,Yes
100248,Executive Presence,2023-12-27,Leadership,Yes
100248,Change Management,2024-01-06,Leadership,No
100248,Leadership Essentials,2024-02-11,Leadership,Yes
100248,People Management Basics,2024-03-07,Management,Yes
100248,Strategic Thinking,2024-08-30,Leadership,Yes
100248,Communication Skills 101,2024-12-21,Communication,Yes
100248,Compliance Basics,2025-02-06,Compliance,Yes
100248,Data-Driven Decision Making,2025-03-20,Technical,Yes
100248,Anti-Harassment Training,2025-05-17,Compliance,No
100248,Project Management Fundamentals,2025-07-03,Technical,Yes
100248,Advanced Communication,2025-12-24,Communication,Yes
100248,Foundations of Excellence,2026-02-25,Technical,Yes
100249,Foundations of Excellence,2026-04-10,Technical,Yes
100249,Workplace Safety,2026-04-14,Compliance,No
100249,Cross-functional Collaboration,2026-04-24,Communication,Yes
100249,Project Management Fundamentals,2026-05-04,Technical,Yes
100249,Leadership Essentials,2026-05-06,Leadership,Yes
100249,Anti-Harassment Training,2026-05-06,Compliance,No
100249,Data-Driven Decision Making,2026-05-15,Technical,Yes
100249,Compliance Basics,2026-05-16,Compliance,Yes
100249,SQL Essentials,2026-06-08,Technical,No
100249,Strategic Thinking,2026-06-09,Leadership,Yes
100249,Budget Planning,2026-06-11,Management,No
100249,Advanced Communication,2026-06-15,Communication,Yes
100249,Python for Data Analysis,2026-06-17,Technical,No
100250,Data-Driven Decision Making,2021-09-10,Technical,Yes
100250,Communication Skills 101,2021-10-30,Communication,Yes
100250,Change Management,2022-05-07,Leadership,No
100250,Python for Data Analysis,2023-02-14,Technical,No
100250,Power BI Fundamentals,2024-02-16,Technical,No
100250,Performance Management,2024-05-18,Management,No
100250,Foundations of Excellence,2024-11-11,Technical,Yes
100250,Cloud Computing Basics,2024-11-22,Technical,No
100250,Project Management Fundamentals,2025-03-14,Technical,Yes
100251,Project Management Fundamentals,2019-05-05,Technical,Yes
100251,Conflict Resolution,2019-06-09,Leadership,No
100251,Change Management,2019-07-23,Leadership,No
100251,Foundations of Excellence,2020-05-07,Technical,Yes
100251,Compliance Basics,2021-09-24,Compliance,Yes
100251,Data-Driven Decision Making,2022-05-28,Technical,Yes
100251,Performance Management,2023-05-11,Management,No
100251,Advanced Communication,2024-04-28,Communication,Yes
100251,Data Privacy & GDPR,2025-08-29,Compliance,No
100251,Business Writing,2025-09-26,Communication,No
100252,Communication Skills 101,2021-09-13,Communication,Yes
100252,Foundations of Excellence,2022-07-11,Technical,Yes
100252,Coaching Skills,2023-02-15,Leadership,No
100252,Compliance Basics,2023-03-18,Compliance,Yes
100252,Anti-Harassment Training,2024-01-05,Compliance,No
100252,Advanced Communication,2024-09-08,Communication,Yes
100252,Power BI Fundamentals,2024-12-11,Technical,No
100252,Presentation Skills,2025-02-14,Communication,No
100253,Presentation Skills,2025-04-06,Communication,No
100253,Foundations of Excellence,2025-04-24,Technical,Yes
100253,Excel Advanced,2025-07-25,Technical,No
100253,Communication Skills 101,2025-08-27,Communication,Yes
100253,Advanced Communication,2025-09-25,Communication,Yes
100253,Compliance Basics,2025-11-25,Compliance,Yes
100253,Data-Driven Decision Making,2025-12-23,Technical,Yes
100253,Change Management,2026-01-12,Leadership,No
100253,Strategic Thinking,2026-01-21,Leadership,Yes
100254,People Management Basics,2016-08-07,Management,Yes
100254,Strategic Thinking,2016-11-12,Leadership,Yes
100254,Project Management Fundamentals,2018-01-12,Technical,Yes
100254,Leadership Essentials,2019-04-30,Leadership,Yes
100254,Data-Driven Decision Making,2019-10-04,Technical,Yes
100254,Workplace Safety,2020-04-27,Compliance,No
100254,Communication Skills 101,2021-09-12,Communication,Yes
100254,Foundations of Excellence,2022-02-22,Technical,Yes
100254,Advanced Communication,2022-04-24,Communication,Yes
100254,Cross-functional Collaboration,2023-09-25,Communication,Yes
100254,Compliance Basics,2024-09-02,Compliance,Yes
100255,Cross-functional Collaboration,2021-06-09,Communication,Yes
100255,Advanced Communication,2022-04-08,Communication,Yes
100255,Performance Management,2022-04-22,Management,No
100255,Strategic Thinking,2022-06-18,Leadership,Yes
100255,Workplace Safety,2023-01-11,Compliance,No
100255,Cloud Computing Basics,2023-03-21,Technical,No
100255,Project Management Fundamentals,2023-05-01,Technical,Yes
100255,Data-Driven Decision Making,2024-07-18,Technical,Yes
100255,Negotiation Tactics,2025-02-21,Communication,No
100255,Leadership Essentials,2025-05-02,Leadership,Yes
100255,Anti-Harassment Training,2025-09-29,Compliance,No
100255,Foundations of Excellence,2026-06-07,Technical,Yes
100256,Talent Acquisition,2024-01-26,Management,No
100256,Foundations of Excellence,2024-08-25,Technical,Yes
100256,Compliance Basics,2025-12-25,Compliance,Yes
100256,Communication Skills 101,2026-04-08,Communication,Yes
100256,Project Management Fundamentals,2026-04-29,Technical,Yes
100256,Data-Driven Decision Making,2026-06-08,Technical,Yes
100257,Presentation Skills,2024-07-06,Communication,No
100257,Foundations of Excellence,2025-03-13,Technical,Yes
100257,Excel Advanced,2025-11-20,Technical,No
100257,Anti-Harassment Training,2026-01-20,Compliance,No
100257,Compliance Basics,2026-03-11,Compliance,Yes
100258,Data-Driven Decision Making,2021-06-19,Technical,Yes
100258,Advanced Communication,2022-09-29,Communication,Yes
100258,Communication Skills 101,2022-11-06,Communication,Yes
100258,Cross-functional Collaboration,2023-01-30,Communication,Yes
100258,Cloud Computing Basics,2024-04-22,Technical,No
100258,Project Management Fundamentals,2025-04-20,Technical,Yes
100258,Foundations of Excellence,2025-07-08,Technical,Yes
100259,Project Management Fundamentals,2023-08-05,Technical,Yes
100259,Cross-functional Collaboration,2024-03-28,Communication,Yes
100259,Communication Skills 101,2024-06-21,Communication,Yes
100259,Excel Advanced,2024-07-02,Technical,No
100259,Compliance Basics,2024-10-04,Compliance,Yes
100259,Data-Driven Decision Making,2024-11-03,Technical,Yes
100259,Advanced Communication,2024-11-16,Communication,Yes
100259,Strategic Thinking,2025-01-25,Leadership,Yes
100259,Executive Presence,2025-03-16,Leadership,Yes
100259,Leadership Essentials,2025-05-01,Leadership,Yes
100259,Organizational Leadership,2025-10-12,Management,Yes
100259,Foundations of Excellence,2026-03-08,Technical,Yes
100260,Advanced Communication,2019-12-16,Communication,Yes
100260,Compliance Basics,2020-02-02,Compliance,Yes
100260,Communication Skills 101,2020-04-16,Communication,Yes
100260,Data-Driven Decision Making,2022-07-16,Technical,Yes
100260,Foundations of Excellence,2023-10-27,Technical,Yes
100260,Presentation Skills,2025-04-08,Communication,No
100261,People Management Basics,2023-03-20,Management,Yes
100261,Strategic Thinking,2023-04-06,Leadership,Yes
100261,Leadership Essentials,2023-05-02,Leadership,Yes
100261,Advanced Communication,2023-07-02,Communication,Yes
100261,Performance Management,2024-02-17,Management,No
100261,Project Management Fundamentals,2024-07-02,Technical,Yes
100261,Data-Driven Decision Making,2024-08-18,Technical,Yes
100261,Foundations of Excellence,2025-02-01,Technical,Yes
100261,SQL Essentials,2025-02-13,Technical,No
100261,Anti-Harassment Training,2025-03-08,Compliance,No
100261,Organizational Leadership,2025-03-28,Management,Yes
100261,Cross-functional Collaboration,2025-08-14,Communication,Yes
100261,Executive Presence,2025-09-24,Leadership,Yes
100261,Conflict Resolution,2025-09-28,Leadership,No
100262,Talent Acquisition,2019-02-22,Management,No
100262,Data-Driven Decision Making,2019-04-13,Technical,Yes
100262,Communication Skills 101,2022-03-29,Communication,Yes
100262,Compliance Basics,2022-05-08,Compliance,Yes
100262,Foundations of Excellence,2023-02-06,Technical,Yes
100262,Project Management Fundamentals,2024-09-02,Technical,Yes
100262,Performance Management,2025-03-18,Management,No
100263,Foundations of Excellence,2023-07-21,Technical,Yes
100263,Communication Skills 101,2023-11-02,Communication,Yes
100263,Budget Planning,2024-08-31,Management,No
100263,Project Management Fundamentals,2024-09-28,Technical,Yes
100263,Workplace Safety,2025-05-30,Compliance,No
100263,Talent Acquisition,2025-06-15,Management,No
100263,Compliance Basics,2025-07-02,Compliance,Yes
100263,Conflict Resolution,2025-07-19,Leadership,No
100263,Presentation Skills,2026-01-12,Communication,No
100264,Strategic Thinking,2019-05-01,Leadership,Yes
100264,People Management Basics,2019-10-20,Management,Yes
100264,Compliance Basics,2019-11-14,Compliance,Yes
100264,Cloud Computing Basics,2019-12-20,Technical,No
100264,Leadership Essentials,2020-10-19,Leadership,Yes
100264,Advanced Communication,2021-07-02,Communication,Yes
100264,Cross-functional Collaboration,2022-06-22,Communication,Yes
100264,Data-Driven Decision Making,2023-06-04,Technical,Yes
100264,Project Management Fundamentals,2024-09-29,Technical,Yes
100264,Python for Data Analysis,2024-10-10,Technical,No
100265,Data-Driven Decision Making,2016-09-29,Technical,Yes
100265,Leadership Essentials,2018-06-23,Leadership,Yes
100265,Organizational Leadership,2018-09-03,Management,Yes
100265,Strategic Thinking,2018-12-29,Leadership,Yes
100265,Advanced Communication,2019-07-14,Communication,Yes
100265,Compliance Basics,2019-08-29,Compliance,Yes
100265,Foundations of Excellence,2020-02-06,Technical,Yes
100265,Project Management Fundamentals,2020-11-07,Technical,Yes
100265,Communication Skills 101,2021-05-16,Communication,Yes
100265,Cross-functional Collaboration,2022-02-18,Communication,Yes
100265,People Management Basics,2023-01-06,Management,Yes
100265,Executive Presence,2023-04-13,Leadership,Yes
100265,Business Strategy,2023-04-29,Management,Yes
100265,Talent Acquisition,2024-09-18,Management,No
100266,Data-Driven Decision Making,2023-10-16,Technical,Yes
100266,Compliance Basics,2023-11-23,Compliance,Yes
100266,Talent Acquisition,2024-08-30,Management,No
100266,Strategic Thinking,2024-12-03,Leadership,Yes
100266,Leadership Essentials,2025-04-04,Leadership,Yes
100266,Communication Skills 101,2025-08-19,Communication,Yes
100266,Cross-functional Collaboration,2025-08-20,Communication,Yes
100266,Executive Presence,2025-09-29,Leadership,Yes
100266,Advanced Communication,2025-10-03,Communication,Yes
100266,Organizational Leadership,2025-10-13,Management,Yes
100266,SQL Essentials,2026-04-04,Technical,No
100266,Business Strategy,2026-04-17,Management,Yes
100266,Project Management Fundamentals,2026-05-27,Technical,Yes
100266,Executive Leadership Program,2026-06-08,Leadership,Yes
100267,Performance Management,2025-07-23,Management,No
100267,Data-Driven Decision Making,2025-07-24,Technical,Yes
100267,Anti-Harassment Training,2025-07-25,Compliance,No
100267,Project Management Fundamentals,2025-08-17,Technical,Yes
100267,Executive Presence,2025-08-17,Leadership,Yes
100267,People Management Basics,2025-10-10,Management,Yes
100267,Executive Leadership Program,2025-10-14,Leadership,Yes
100267,Foundations of Excellence,2025-10-22,Technical,Yes
100267,Leadership Essentials,2025-12-11,Leadership,Yes
100267,Python for Data Analysis,2026-02-16,Technical,No
100267,Strategic Thinking,2026-03-10,Leadership,Yes
100267,Advanced Communication,2026-03-16,Communication,Yes
100267,Communication Skills 101,2026-05-18,Communication,Yes
100267,Compliance Basics,2026-05-24,Compliance,Yes
100268,Strategic Thinking,2025-03-01,Leadership,Yes
100268,Cross-functional Collaboration,2025-05-03,Communication,Yes
100268,Project Management Fundamentals,2025-05-11,Technical,Yes
100268,Compliance Basics,2025-10-28,Compliance,Yes
100268,Power BI Fundamentals,2025-11-19,Technical,No
100268,Communication Skills 101,2026-01-11,Communication,Yes
100268,People Management Basics,2026-03-16,Management,Yes
100268,Foundations of Excellence,2026-03-20,Technical,Yes
100268,Advanced Communication,2026-04-15,Communication,Yes
100269,Change Management,2026-05-29,Leadership,No
100269,Talent Acquisition,2026-05-29,Management,No
100269,Communication Skills 101,2026-05-30,Communication,Yes
100269,Advanced Communication,2026-05-30,Communication,Yes
100269,Compliance Basics,2026-06-01,Compliance,Yes
100269,Coaching Skills,2026-06-05,Leadership,No
100269,Foundations of Excellence,2026-06-06,Technical,Yes
100269,Project Management Fundamentals,2026-06-12,Technical,Yes
100269,Python for Data Analysis,2026-06-12,Technical,No
100269,Data Privacy & GDPR,2026-06-15,Compliance,No
100270,Communication Skills 101,2019-04-09,Communication,Yes
100270,Budget Planning,2020-07-19,Management,No
100270,Advanced Communication,2021-06-23,Communication,Yes
100270,Presentation Skills,2022-06-14,Communication,No
100270,Foundations of Excellence,2023-04-27,Technical,Yes
100270,Anti-Harassment Training,2023-07-04,Compliance,No
100270,Business Writing,2023-08-04,Communication,No
100270,Project Management Fundamentals,2023-08-20,Technical,Yes
100270,Change Management,2023-12-14,Leadership,No
100270,Compliance Basics,2025-01-02,Compliance,Yes
100271,Cross-functional Collaboration,2023-05-07,Communication,Yes
100271,Communication Skills 101,2023-05-17,Communication,Yes
100271,Organizational Leadership,2023-08-06,Management,Yes
100271,Strategic Thinking,2023-08-19,Leadership,Yes
100271,Project Management Fundamentals,2023-12-13,Technical,Yes
100271,Negotiation Tactics,2024-02-19,Communication,No
100271,Compliance Basics,2024-04-02,Compliance,Yes
100271,Advanced Communication,2024-10-04,Communication,Yes
100271,Foundations of Excellence,2025-01-11,Technical,Yes
100271,Executive Presence,2025-03-29,Leadership,Yes
100271,Data-Driven Decision Making,2025-05-03,Technical,Yes
100271,Budget Planning,2025-05-31,Management,No
100271,SQL Essentials,2025-09-29,Technical,No
100272,Business Writing,2026-01-27,Communication,No
100272,Talent Acquisition,2026-02-01,Management,No
100272,Project Management Fundamentals,2026-02-14,Technical,Yes
100272,Compliance Basics,2026-02-19,Compliance,Yes
100272,Communication Skills 101,2026-04-29,Communication,Yes
100273,Executive Leadership Program,2020-09-23,Leadership,Yes
100273,Organizational Leadership,2020-12-23,Management,Yes
100273,Cross-functional Collaboration,2021-12-06,Communication,Yes
100273,Data-Driven Decision Making,2022-01-08,Technical,Yes
100273,Executive Presence,2022-08-19,Leadership,Yes
100273,Advanced Communication,2023-02-21,Communication,Yes
100273,Business Strategy,2023-05-20,Management,Yes
100273,People Management Basics,2023-11-13,Management,Yes
100273,Project Management Fundamentals,2023-12-17,Technical,Yes
100273,Communication Skills 101,2024-11-14,Communication,Yes
100273,Data Privacy & GDPR,2025-02-24,Compliance,No
100273,Compliance Basics,2025-04-14,Compliance,Yes
100273,Leadership Essentials,2025-11-09,Leadership,Yes
100273,Foundations of Excellence,2025-11-19,Technical,Yes
100273,Strategic Thinking,2026-05-25,Leadership,Yes
100274,Cross-functional Collaboration,2018-02-19,Communication,Yes
100274,Foundations of Excellence,2019-11-07,Technical,Yes
100274,Compliance Basics,2020-04-03,Compliance,Yes
100274,Workplace Safety,2020-08-30,Compliance,No
100274,People Management Basics,2020-10-22,Management,Yes
100274,Advanced Communication,2022-11-26,Communication,Yes
100274,Communication Skills 101,2022-12-18,Communication,Yes
100274,Performance Management,2023-02-21,Management,No
100274,Data-Driven Decision Making,2023-08-08,Technical,Yes
100274,Strategic Thinking,2024-03-17,Leadership,Yes
100274,Cloud Computing Basics,2025-07-23,Technical,No
100274,Anti-Harassment Training,2026-06-07,Compliance,No
100274,Coaching Skills,2026-06-12,Leadership,No
100275,Python for Data Analysis,2018-03-29,Technical,No
100275,Compliance Basics,2019-01-06,Compliance,Yes
100275,Power BI Fundamentals,2019-09-30,Technical,No
100275,Project Management Fundamentals,2019-10-07,Technical,Yes
100275,Data-Driven Decision Making,2020-04-01,Technical,Yes
100275,Change Management,2021-03-24,Leadership,No
100275,Communication Skills 101,2021-11-22,Communication,Yes
100275,Foundations of Excellence,2022-11-13,Technical,Yes
100275,Strategic Thinking,2023-01-24,Leadership,Yes
100275,Advanced Communication,2023-04-26,Communication,Yes
100275,Excel Advanced,2024-08-13,Technical,No
100276,Budget Planning,2019-07-21,Management,No
100276,Compliance Basics,2019-08-18,Compliance,Yes
100276,Foundations of Excellence,2020-09-27,Technical,Yes
100276,Communication Skills 101,2022-07-19,Communication,Yes
100276,Project Management Fundamentals,2023-03-17,Technical,Yes
100276,Talent Acquisition,2024-12-16,Management,No
100277,Workplace Safety,2025-09-07,Compliance,No
100277,Presentation Skills,2025-10-29,Communication,No
100277,Communication Skills 101,2025-12-29,Communication,Yes
100277,Excel Advanced,2026-02-17,Technical,No
100277,Project Management Fundamentals,2026-04-03,Technical,Yes
100277,Compliance Basics,2026-04-05,Compliance,Yes
100277,Talent Acquisition,2026-05-09,Management,No
100277,Foundations of Excellence,2026-06-06,Technical,Yes
100278,Compliance Basics,2022-05-01,Compliance,Yes
100278,Advanced Communication,2023-04-22,Communication,Yes
100278,Talent Acquisition,2024-10-15,Management,No
100278,Foundations of Excellence,2026-03-17,Technical,Yes
100279,Strategic Thinking,2017-11-03,Leadership,Yes
100279,Presentation Skills,2018-04-10,Communication,No
100279,Project Management Fundamentals,2018-09-27,Technical,Yes
100279,Leadership Essentials,2019-02-02,Leadership,Yes
100279,Business Writing,2019-03-08,Communication,No
100279,People Management Basics,2019-07-04,Management,Yes
100279,Advanced Communication,2019-07-15,Communication,Yes
100279,Change Management,2019-09-15,Leadership,No
100279,Data-Driven Decision Making,2020-01-20,Technical,Yes
100279,Communication Skills 101,2020-06-11,Communication,Yes
100279,Compliance Basics,2020-07-01,Compliance,Yes
100280,Compliance Basics,2026-04-07,Compliance,Yes
100280,Excel Advanced,2026-04-11,Technical,No
100280,Data-Driven Decision Making,2026-05-13,Technical,Yes
100280,Coaching Skills,2026-05-14,Leadership,No
100280,Foundations of Excellence,2026-05-16,Technical,Yes
100280,Budget Planning,2026-05-18,Management,No
100280,Communication Skills 101,2026-06-01,Communication,Yes
100280,Advanced Communication,2026-06-05,Communication,Yes
100280,Project Management Fundamentals,2026-06-16,Technical,Yes
100280,Cross-functional Collaboration,2026-06-16,Communication,Yes
100281,Advanced Communication,2018-05-08,Communication,Yes
100281,Data-Driven Decision Making,2018-11-07,Technical,Yes
100281,Communication Skills 101,2019-01-02,Communication,Yes
100281,Compliance Basics,2021-04-16,Compliance,Yes
100281,Workplace Safety,2022-04-29,Compliance,No
100281,Foundations of Excellence,2022-12-22,Technical,Yes
100281,Project Management Fundamentals,2025-04-12,Technical,Yes
100281,Cross-functional Collaboration,2025-07-25,Communication,Yes
100281,Business Writing,2025-11-04,Communication,No
100282,Talent Acquisition,2022-03-09,Management,No
100282,Foundations of Excellence,2022-10-02,Technical,Yes
100282,Workplace Safety,2022-10-24,Compliance,No
100282,Excel Advanced,2023-06-13,Technical,No
100282,Advanced Communication,2024-10-27,Communication,Yes
100282,Data-Driven Decision Making,2025-01-20,Technical,Yes
100282,Business Writing,2025-02-27,Communication,No
100282,Compliance Basics,2025-05-29,Compliance,Yes
100282,Communication Skills 101,2026-04-13,Communication,Yes
100282,Project Management Fundamentals,2026-05-05,Technical,Yes
100283,Performance Management,2023-11-17,Management,No
100283,Strategic Thinking,2024-01-16,Leadership,Yes
100283,People Management Basics,2024-02-04,Management,Yes
100283,Organizational Leadership,2024-03-13,Management,Yes
100283,Budget Planning,2024-07-23,Management,No
100283,Leadership Essentials,2024-08-24,Leadership,Yes
100283,Advanced Communication,2024-08-25,Communication,Yes
100283,Executive Leadership Program,2024-10-30,Leadership,Yes
100283,Communication Skills 101,2024-11-24,Communication,Yes
100283,Cross-functional Collaboration,2025-04-14,Communication,Yes
100283,Business Strategy,2025-11-14,Management,Yes
100283,Foundations of Excellence,2025-12-06,Technical,Yes
100283,Compliance Basics,2026-03-19,Compliance,Yes
100283,Executive Presence,2026-06-07,Leadership,Yes
100283,Project Management Fundamentals,2026-06-17,Technical,Yes
100284,Cross-functional Collaboration,2025-01-08,Communication,Yes
100284,Data-Driven Decision Making,2025-01-22,Technical,Yes
100284,Compliance Basics,2025-01-24,Compliance,Yes
100284,Advanced Communication,2025-03-20,Communication,Yes
100284,Power BI Fundamentals,2025-05-24,Technical,No
100284,Strategic Thinking,2025-07-05,Leadership,Yes
100284,Project Management Fundamentals,2025-07-17,Technical,Yes
100284,Executive Presence,2025-09-02,Leadership,Yes
100284,Communication Skills 101,2025-10-10,Communication,Yes
100284,Foundations of Excellence,2026-05-02,Technical,Yes
100285,Performance Management,2019-01-26,Management,No
100285,Strategic Thinking,2019-11-07,Leadership,Yes
100285,Advanced Communication,2019-12-06,Communication,Yes
100285,Talent Acquisition,2021-05-22,Management,No
100285,Foundations of Excellence,2021-06-12,Technical,Yes
100285,Communication Skills 101,2021-09-10,Communication,Yes
100285,Project Management Fundamentals,2021-09-22,Technical,Yes
100285,Presentation Skills,2022-02-16,Communication,No
100285,Compliance Basics,2023-04-13,Compliance,Yes
100285,Business Writing,2023-05-23,Communication,No
100285,Cross-functional Collaboration,2024-01-23,Communication,Yes
100285,Excel Advanced,2024-12-19,Technical,No
100286,Strategic Thinking,2022-04-09,Leadership,Yes
100286,Executive Presence,2023-01-20,Leadership,Yes
100286,Compliance Basics,2023-02-10,Compliance,Yes
100286,People Management Basics,2023-11-06,Management,Yes
100286,Cross-functional Collaboration,2024-02-10,Communication,Yes
100286,Communication Skills 101,2024-04-26,Communication,Yes
100286,Leadership Essentials,2025-06-02,Leadership,Yes
100286,Advanced Communication,2025-07-13,Communication,Yes
100286,Foundations of Excellence,2025-07-20,Technical,Yes
100286,Python for Data Analysis,2025-11-08,Technical,No
100287,Communication Skills 101,2018-04-21,Communication,Yes
100287,Compliance Basics,2018-09-07,Compliance,Yes
100287,SQL Essentials,2019-07-25,Technical,No
100287,Negotiation Tactics,2020-07-10,Communication,No
100287,Data-Driven Decision Making,2021-01-16,Technical,Yes
100287,Strategic Thinking,2021-12-07,Leadership,Yes
100287,Workplace Safety,2023-07-16,Compliance,No
100287,Leadership Essentials,2024-03-18,Leadership,Yes
100287,Advanced Communication,2025-04-01,Communication,Yes
100287,Foundations of Excellence,2025-11-21,Technical,Yes
100287,Project Management Fundamentals,2026-02-12,Technical,Yes
100288,Cross-functional Collaboration,2024-09-15,Communication,Yes
100288,Communication Skills 101,2025-05-12,Communication,Yes
100288,Data-Driven Decision Making,2025-07-09,Technical,Yes
100288,Project Management Fundamentals,2026-02-11,Technical,Yes
100288,Foundations of Excellence,2026-02-18,Technical,Yes
100288,Compliance Basics,2026-03-23,Compliance,Yes
100288,Advanced Communication,2026-03-24,Communication,Yes
100288,Excel Advanced,2026-05-01,Technical,No
100289,Leadership Essentials,2022-01-21,Leadership,Yes
100289,Foundations of Excellence,2023-01-27,Technical,Yes
100289,Executive Presence,2023-08-21,Leadership,Yes
100289,Data-Driven Decision Making,2024-02-02,Technical,Yes
100289,Cross-functional Collaboration,2024-05-10,Communication,Yes
100289,People Management Basics,2024-07-08,Management,Yes
100289,Project Management Fundamentals,2024-08-18,Technical,Yes
100289,Communication Skills 101,2024-08-23,Communication,Yes
100289,Power BI Fundamentals,2025-06-09,Technical,No
100289,Python for Data Analysis,2025-09-19,Technical,No
100290,Performance Management,2020-04-27,Management,No
100290,Conflict Resolution,2021-01-14,Leadership,No
100290,Communication Skills 101,2021-03-07,Communication,Yes
100290,Leadership Essentials,2021-09-08,Leadership,Yes
100290,Foundations of Excellence,2021-10-26,Technical,Yes
100290,Cross-functional Collaboration,2021-11-28,Communication,Yes
